start	end	text
498320	502920	of the people are you know giving me this answer which whether whether say
502920	513320	this is a front end plus back end okay it's equivalent to full stack so how
513320	518120	many of you agree with this which is friend and just back end is equal to
518120	523800	full stack right great so full stack is someone who knows end-to-end domain guys
523800	528680	who knows end-to-end domain so this is what they are trying to define it here
528680	533840	but let me you know not talking about technical let's pick up an example and
533840	539200	try to understand what full stack is okay so how many of you have been to
539200	544360	restaurants like many restaurants is taste like you been visiting right you
544360	547920	might everyone might in the class have been visited restaurant anytime in the
547920	554080	life right so can anyone help me out like what is once you go to go to
554080	557340	restaurant what things happen what are the events that happens in the
557340	563200	restaurants what are things are there like let's say this is a restaurant you
563200	567480	let's say let me draw a box here
571320	575920	okay so what all things can be there in a restaurant let's say this is a
576080	588120	restaurant so do we see a kitchen can there be a kitchen and restaurant table
588120	594040	chairs fine let's say this is our table and where you have many people sitting
594040	604680	over here okay and there can be a kitchen to write and fan AC menu all
604720	609760	this fine but now let's say when you go to the restaurant what we go for we go
609760	616200	for a lunch or the dinner or anything right so let's say consider we are the
616200	621480	people who are going to the restaurant to utilize its services okay once we are
621480	627960	going there there's a one person who comes and shows us menu who is that
628960	637920	waitress or waiter right let's say I'll turn down this thing waiter okay then
637920	643680	one is one is a person like let's say I write it down here so these are we
643680	650640	people who are visiting restaurant then we can say there's a waiter and waiter
650640	657940	brings us and gives us menu and what we do what we do then what we do then
657940	662980	once the waiter gives us menu we select and order it right we select and order
662980	672380	it once we select and order it then what waiter does then what waiter does once
672380	677860	we select and give it order what he do bring the food right so for bringing the
677860	683660	food he places an order into the kitchen right let's say this is a kitchen okay
683660	696500	so he sends an order and this you know what he brings back his food and this
696500	704340	food is actually served to us this is what the cycle is right the food is
704340	711020	served here isn't it this is what happens in restaurant do you guys agree
711020	717940	with this example at least like a simple example now let's say if I say
717940	723900	that under we if I put it this as a client
729900	739780	and under kitchen if I put it as a backend okay let's say something that is
739780	748020	transferring data or a waiter can be the HTTP protocols or HTTP has a DBS
748020	754220	protocols okay so I am what I'm saying is something that we are using it
754220	760660	utilizing it when I say client we can consider an example of mobile or desktop
760660	767540	or laptop any sort of this interfaces right whatever you see on screen that is
767540	772100	called a client which is interacting let's say we went to the restaurant and
772100	776500	we saw we sat down we are trying to utilize the services but we are saying
776500	781260	that hey I need this particular thing but we don't know how he's going to cook
781260	786220	it in kitchen isn't it we don't know how is going to cook it kitchen in kitchen
786220	791860	did he already prepared it or not or how we are going to get it but then there is
791860	796620	something called backend in backend you have something called servers okay this
796620	802980	is where kitchen kitchen lies so in backend you have two parts one is
802980	813740	application code then there is a databases okay now what happens in
813740	822340	application code let's consider this in the kitchen as a fridge or storage where
822500	827500	have groceries where you have everything put up like maybe cereals pulses rice
827500	833180	and everything you use this items and you cook it in an application code and
833180	839020	then you give it back the data to the client to show it onto the screen okay
839020	843660	now this communication whatever things are happening here now if you are
843660	849900	handling all the task right can the task of you know serving a customer could be
849900	854860	a waiter job which is actually related to the client and then which is a
854860	858940	cooking where you are trying to cook the items or like you know we're cooking it
858940	863300	like maybe anything that you order so that back-end job if you're handling all
863300	867860	these three jobs is generally called as full stack
867860	879740	is this a better way to understand it do you guys agree with me if you can
879740	884900	understand this or relate this now if someone asked about you know full stack
884900	889380	development now you can see that hey there is someone who is serving someone
889380	893940	serving us that's a client right like that's something like being served then
893940	897140	you have a back-end system like a kitchen where it's being cooked but we
897140	901460	don't know how it is being cooked it's something hiding behind us so these are
901460	905620	the machines which you cannot see it but these machines like the interface that
905620	910940	you are seeing like if you see on a scaler you are able to see me website I'm
910940	916220	able to screen share it we know that this is being done on the back end the
916220	921420	servers of scaler are trying to you know stream the data of my me being teaching
921420	925380	you are you learning from whatever I'm trying to teach that are happening on
925380	928980	the back end which we don't know how it is happening but just happening those
928980	935500	systems are there now so this is just an overview of how you know friend how
935500	941260	these things are connected when you when we say front-end exactly what we mean by
941260	946260	that is something our development which you are trying to do it on a client
946260	952460	side when I say client side basically all the devices in world it can be an
952460	959380	Apple watch it can be a smaller device to like bigger 65 inch screens okay
959380	965260	whatever it is whichever software it can be an Android iOS or web browsers or
965260	970340	anything whatever a end customer is experiencing so that customer
970340	974740	experiences built by a front-end which is done on the client side okay on back
974740	984940	end the scope is very huge which is server side are generally who handles
984940	993100	business logics mainly when I say business logic just a word keep it that
993100	996940	way that someone is cooking food for us we don't know how he is doing is
996940	1001820	managing all things food is serving waiter is only handling the data which is
1001820	1006500	given by the kitchen or the chef so he's not responsible to cook it he
1006500	1010540	doesn't know what ingredients needed to cook it all things are done on
1010540	1016100	server side so main logic happens on the server side client side job is only to
1016100	1021980	you know present it communicate it well well like you know giving making it
1021980	1027820	descriptive good experience for the user okay I hope now front-end and back-end
1028060	1033540	idea is clear like what these are basically about and how we can
1033540	1038860	categorize them and how you can you know think of it as an example okay so if
1038860	1050860	this is clear can we go move ahead is good so let's get start with the second
1050860	1057620	thing okay so now there's a one interesting question guys I have one of
1057620	1064860	the interesting question that you should think of like you know when I say like
1064860	1071860	let's say let's say if I coin it this way what happens
1071860	1089740	when you enter URL in browser okay so just think of it like what happens when
1089740	1095380	you enter anything let's say you are trying to do scalar dot com okay just
1095380	1100140	something that you have been doing it every day or let's say few days back you
1100140	1104220	might have watched World Cup so you might have been checking that you know
1104220	1110420	scores of cricket matches okay so you know I'll try to write down all the
1110420	1114580	suggestions that are coming to me Teja and somebody it would be good if you can
1114580	1119740	bring it to the you know normal people not to me personally like everyone not
1119740	1124780	to the normal people I mean to say it will be helpful okay so it will direct
1125780	1133460	web page so one of the suggestion is that it loads the web page
1139180	1150780	second thing is request goes to DNS any more ideas guys what happens like let's
1150780	1155340	say when you enter scalar dot com actually what would actually what's
1155340	1160500	happening behind the scene think in terms of like the analogy in client or
1160500	1165460	desktop or the laptop you just enter a scalar dot com there is someone
1165460	1172380	picking up sign building it interface and giving back to us right someone is
1172380	1178700	doing it for us it will connect to scalar servers Dom okay it will fetch
1178700	1184420	the data from the server then it will show us on the web cool okay so a few
1184420	1189860	things that unique names I'm trying to I'll write it down they are says Dom
1189860	1206340	scalar servers okay okay cool now guys so let's say now you being here let's
1206340	1210240	say I'm taking this example as Teja is trying to search something in the
1210240	1220140	browser okay scalar dot com so we know commonly as an end user is something
1220140	1228780	that we are able to open dashboard right we are able to open dashboard and we
1228780	1232940	know that once dashboard is so we know that there's something being received so
1232940	1238460	somebody is cooking us that website and giving us back okay somebody is doing
1238460	1241980	this thing at least everyone agrees with this right we are entering scalar dot
1241980	1245900	com it is authenticating if user is logged in we are getting a dashboard of
1245900	1250500	our acts right this thing is clear now but we'll understand what all steps are
1250500	1255920	it's going through in the back end how it is you know trying to get it now tell
1256000	1264360	me something scalar dot com so one thing we are sure about is this front end or
1264360	1270480	back end everything is in computer isn't it your mobile isn't computer your
1270480	1278320	laptops are computer back end servers are also computer isn't it now if that's
1278320	1289960	so how does the scalar dot com or the browser knows to go which way to go out
1289960	1294960	to reach out to which computer that will give it resource I mean how do you know
1294960	1300080	that how does chrome or any browser knows that when I type search a scalar
1300080	1306640	dot com here I should go to a particular computer and fetch the data so people
1306640	1317320	are saying IP okay by IP address anyone else anyone else URL is basically an IP
1317320	1330360	DNS server okay DNS server cool so guys let's take an example of phone book
1330920	1335920	right let's say I want to make your call let's say I want to make let's say you
1335920	1339540	are trying to make a call to your friend you don't remember numbers of
1339540	1344720	friends right all friends what do you do once you open the mobile what do you
1344720	1350240	usually do what is the approach that you follow you go and type the name right
1350240	1353920	you go and search and type the name and you directly click on a call button
1353920	1366520	right so can you can you think of this way it is a map of string and string or
1366520	1380000	a number where you are storing let's say my name and xxx right this is how your
1380000	1387080	phone book is stored you click on its number and dials up right now everyone
1387080	1393280	is saying that you know all the websites in this world are known by phone numbers
1393280	1397880	now like their numbers they have specific unique coding okay whenever you
1397880	1404200	type down scalar dot com okay scalar doesn't know this particular name right
1404200	1408320	domain name or the website name doesn't know which system it need to contact it
1408320	1416480	but there is a one system which maintains this mapping this map mapping
1416480	1421480	like which which stores that hey if someone is typing scalar right I have to
1421480	1427360	give it back some number of system like that could be a ten dot eleven dot one
1427360	1432600	twenty seven dot something something zero okay so there is a one system which
1432600	1436520	keeps all the mapping among of the all the websites in the world could be
1436560	1444400	google.com or could be any website any other websites okay they all maintain a
1444400	1451240	mapping table okay this particular machines right hope the stores this data
1451240	1461000	are known as DNS machines or you can say domain name system
1467520	1476440	okay so as you make a phone call yeah we'll come to that so as you make a phone
1476440	1480960	call you try to go and search in the contact list right hey I want to dial
1480960	1486560	this person now similarly in any website or anything in the browser whenever you
1486560	1491120	try to make a call to a particular website it's just like a phone call okay
1491120	1495680	so what it goes is talk to this machine hey can you give me the phone number of
1495680	1499880	this particular website no this particular website gives us back this
1499880	1507760	ID or you can say IP address of that machine and port number port number
1507760	1517520	could be four digit once it have this IP right or you can say public IP of a
1517520	1522880	machine then it goes and reach out to the backend system
1525680	1531160	this logic is clear guys firstly at least like there is a some machine
1531160	1536360	called DNS domain names system server which is maintaining whole mapping of
1536360	1540120	our you know phone numbers or the IP addresses for the each name that you
1540120	1549880	type it okay so now this is there you know before even going to the reaching
1549880	1553480	out this backend server right there are many steps that
1553480	1560520	intermediately happens there are many things that happen now imagine you type
1560520	1565800	in your browser a new website name compared to something that you keep
1565800	1573600	visiting imagine you go into incognito not an incognito window but a new system
1573600	1580560	and a new place you type down scalar.com if scalar.com a new let's say you
1580560	1587880	type it down and if it is taking let's say 10 seconds okay but if you type it
1587880	1600440	on in your system it might take only two to three seconds okay so if if what I
1600520	1605240	mean to say is that this is like first time visiting
1609680	1621400	this is from the second or nth time visiting the website so what I mean to
1621400	1625800	say is that when you visit a website for the first time right it is taking long
1625800	1629600	amount of time but when you're visiting from the second time to the nth time it
1629600	1635720	generally takes less amount of time have anyone felt this way earlier in
1635720	1640240	life or whenever you have seen this okay when you type something new right takes
1640240	1647720	time to load compared to yeah it stores right okay now so why this happens
1647720	1653800	we'll try to understand reasons behind this okay how many of you know heard
1653800	1665000	this word called cache how many of you know this word cache anyone who haven't
1665000	1674680	heard it I see 13 people cool now what happens right okay so you know there are
1674680	1679900	multi-level of caching that happens multi-level now we'll try to see what
1679940	1686980	levels of caching in generally happens with respect to this DNS map okay no so
1686980	1693860	first when we type in browser a new website at scalar comm first it where it
1693860	1705220	goes it goes to it try to search in browser cache just a second this
1709900	1711960	you
1727900	1734140	pardon me guys my niece was inside the room so I have to ask her to go out so
1734140	1740780	okay coming back to the topic so whenever you search scalar comm inside
1740780	1746500	the website right it goes and try to see in the browser cache when I say browser
1746500	1756980	cache cache is nothing but a memory a temporary memory okay so this browser
1756980	1762340	engines right whatever you say chrome or edge or anything everyone stores this
1762340	1769240	mapping whatever key value pair mapping of a particular site name a domain name
1769240	1774860	and IP addresses okay where actual servers are residing where I have tried
1774860	1779980	to reach it up okay so this first level of caching is stored in the browser
1779980	1785140	level once the browser level if when we are trying to do scalar comm checks in
1785140	1789780	the browser cache that if it is there that's fine if it is not there then it
1789780	1794620	will go to the next level what would be what do you think in terms of internet
1794620	1802940	where it should go to the next level DNS directly no there are multiple other
1802940	1809140	stages the rich think of it from computer whenever you're trying inside
1809140	1817180	the browser where this browser is running on where this browser usually
1817380	1822340	runs on on what type of machine this browser PC right how this species running
1822340	1831460	how what is driven driven on PC operating system right OS so then there
1831460	1839020	is something called OS cache so there can be a chance if if not in the browser
1839020	1842860	cache because that there might be a chance right you might search scalar
1842860	1846560	comm in chrome tomorrow you might not like the chrome you might open in the
1846560	1851640	edge okay first it will go to scalar from scalar to browser it didn't find it
1851640	1856800	it will go at the OS level it knows the mapping it will be this OS cache will
1856800	1861800	return that you know IP address of machine and it will go and reach it out
1861800	1867920	this is point here so once OS cache is clear think of it where it can go
1867920	1870200	further
1871240	1875640	there's a one level of it then it goes through DNS let's say I'll write down
1875800	1883560	here as one level and then from here it goes to DNS think of it where it can go
1883560	1886240	in between
1887880	1891240	anyone in the class
1892480	1905160	route okay anyone else shake is actually right so we say that ISP is right
1905160	1911120	internet service providers whoever is providing us internet like could be an
1911120	1917520	atl or geo or you can say act fibernet or multiple people who are providing us
1917520	1925600	so this particular ISP's firstly there's a router at your home right in your
1925600	1930040	router machines that you have a box which provides you the Wi-Fi so even
1930040	1935080	that Wi-Fi box right it is also storing some data that shows it store this
1935080	1941960	cache like of the website or the IP address mapping if it is not there in
1941960	1946560	cache then it goes to ISP then if internet service providers also not
1946560	1951120	having it's it's a new URL new website that got added into DNS then it goes to
1951120	1957160	DNS then on reverse right once it is reaching out on the back end it goes to
1957160	1963560	each step and it stores that key value mapping at each step okay then it gives
1963560	1972080	us back this particular IP address is this point here guys at least like
1972080	1978000	anyone having any doubts on this like how we are able to get the IP address or
1978000	1983040	you can say a phone number sort of logic of a back-end server where it is located
1983040	1987400	okay or you can say where kitchen is there who is giving us the scalar dot
1987400	1993360	com dashboard okay so I'll write down this step as a simple way let's say this
1993360	2002720	is a client okay let's try to reach out multiple systems okay so let's say first
2002720	2018520	step is browser cache then it goes to OS then it goes to a router then ISP then
2018600	2027560	DNS so what it returns us overall is the IP address IP address of server so once
2027560	2035000	it has IP address of server it goes and interacts to the server okay this server
2035000	2043080	might be returning us HTML website yeah we can see this in live I'll show it
2043080	2050160	give me a second okay so this server is returning us HTML data or any other
2050160	2058440	format data router is your Wi-Fi box right which is you are having in the
2058440	2065920	home okay that is what now once you have this right once you have this IP address
2065920	2070440	it goes to the server server let's say let's keep it this whole thing right
2070440	2076000	what's happening here behind the scene how it is interacting with DB and what
2076000	2079880	it is happening how the communication between these two things are happening
2079880	2086840	let's keep it as a black box as of now because we'll explore this once we
2086840	2092480	start with a back-end system but let's understand till here like this
2092480	2103280	interaction till this interaction okay this interaction okay so now we say that
2103280	2110240	I mean let's see this let's see this in life let me open the browser let me try
2110240	2115800	to let's say any famous websites that you want to open or you want to open
2116400	2127400	itself okay let's open the scalar.com itself okay scalar.com if you see you
2127400	2131200	know scalar.com slash Academy mentis dashboard there's something that
2131200	2136640	happened okay now if you see we got the dashboard completely I hope you can see
2136640	2142080	the screen right I hope you can see the screen all of you okay great so now if
2142120	2147160	you see here below there are too many API calls are being done you know if you
2147160	2152160	see this fetch call okay initial load data or user info let's say I'm trying
2152160	2156600	to fetch the user info details of all these things are being merged to get the
2156600	2163040	data but we'll see each one step by step now if you see here okay here request
2163040	2170720	URL is www.scalar.com slash user info but the remote address is this one can you
2170760	2173760	see this IP address
2175280	2182240	so this one is a machine which will give me this user info data so this is what
2182240	2187160	I was talking about this particular mapping right to this website slash user
2187160	2194120	info need to be fetched from this particular site is being stored okay now
2194160	2201720	if you see all the things right remote if you see 13.35 point like 21056
2201720	2207240	443 now 443 is a port number if you if I go and open all the webs all the API
2207240	2212920	calls I'm trying to interact with only one machine if you say 443 all the way
2212920	2217600	although you know this remote addresses are same but if you come and see this
2217600	2222360	one right again there is something new thing that is being fetched it is
2222360	2228280	interacting with different system okay so all the things if you see there are
2228280	2232920	different things are being you know taken into accordance to build this
2232920	2237680	particular screen that you see here but all the data that you see are being
2237680	2240960	fetched from a server a different location there's a machine which is
2240960	2246280	kept there and from using that we are able to load it okay now if I show you
2246280	2263760	one of the thing let's say this are fetch xx hr let's say document okay okay
2263760	2269000	if you see it here so now this is the actual website you know menti dashboard
2269000	2273280	you can see this menti dashboard slash to dos which is the actual URL that we
2273280	2278600	hit now this mentis dashboard is you know we are hitting still on the same
2278600	2285200	machine that is being reverted with you know HTML I'll come to this what it is
2285200	2290120	this HTML or what what we are talking about I'll introduce this properly but
2290120	2295440	this is something a response like when we order a food from the kitchen waiter
2295440	2299600	is bringing us something back food now this is the food which is given to the
2299600	2304520	browser back and this thing is being understood by the browser and being
2304520	2309800	loaded this point is clear guys how this interaction is happening where that
2309800	2314060	systems are located or what this for remote rather scale multiple servers
2314060	2319320	yeah there will be a different things right so this like you have you can have
2319320	2323160	a number of machines you go for the bigger sites they'll have the different
2323160	2327400	contents if you know when you go for Microsoft is sort of architecture each
2327400	2332200	service will be doing some sort of work so you will be able to see the different
2332200	2339160	addresses okay but overall the core logic is that there's a client which
2339160	2343640	don't know anything we just say that scalar.com I didn't say that hey go and
2343640	2347360	interact with a ten dot twenty one dot two zero five dot four four three system
2347360	2352240	or any other machine I've just that scalar.com it automatically handled
2352240	2356520	figured out where to fetch and what what need to fetch if you see it happened at
2356520	2361360	so pace that it took more less than ten seconds or less than three seconds of
2361360	2368000	time to fetch all the data and load it okay I hope now you feel I mean I'm
2368000	2376040	having a better idea of like actually what's happening isn't it like how this
2376040	2379680	data is being fetched on to the client or which machine or how machine is
2379680	2383680	generally interacting how clients are interacting with the machines which are
2383680	2391520	somewhere present we don't know right anyone having any doubts till now what
2391520	2407720	we have discussed okay now no let's say you know we'll talk about something
2407720	2412680	called just and this is an overview guys don't be overwhelmed if you are not
2412680	2416460	completely able to get it but they're really basics we'll discuss this over
2416460	2421080	over the time again and again to get complete clarity okay now so I said
2421080	2425960	that you know these are two machines which is client and server these two
2425960	2431400	people got the address now this machine got the address where this is located do
2431400	2436760	you think once I do this you know the server will give me the all the list of
2436760	2443720	resources it have if I go to any random restaurant and as I say that hey give me
2443720	2448200	a piece of biryani would they give it to me or it will give to a authorized
2448200	2455000	waiter itself it will give to an authorized person only know it should be
2455000	2459640	a like he should be having certain validations and things now before that
2459640	2463240	before going to that authentication authorization process there is a you
2463240	2467680	know to establish connection right to establish connection between client and
2467680	2473040	server in order to say that hey I'll keep exchanging this data once I have
2473040	2477800	hit you yeah I know your address I came to your you know I came to your machine
2477800	2483040	now I want to make a connection with you so that I can keep exchanging resources
2483040	2488280	okay so for that thing there's a one type of connection which is
2488280	2493880	established which is called as TCP connection there are other types of
2493880	2497280	connections also which will you will learn in the high-level design course
2497280	2504760	but anyone have heard about this TCP connection earlier have anyone heard
2504760	2513120	about this okay I see four people three people some stuff okay no worries guys
2513600	2521920	so what happens in general right okay when clients client is there no where
2521920	2526000	there's let's say this is a client machine and this is a server machine
2526000	2530720	once you know the address once you know the address to the server right to
2530720	2540360	establish a connection you send a signal called acknowledge you send a machine
2540840	2545800	to the server called acknowledge signal so this is on a top level guys from you
2545800	2550440	can say 10,000 feet not into the complete depth because in complete
2550440	2557040	depth you'll learn again and the future HLD classes okay but what happens in the
2557040	2562080	does is when whenever you are trying to interact with any other system firstly
2562080	2566000	you will try to say validate yourself saying that acknowledgement let's say
2566000	2570960	I'm trying to come in me I'll say hello hi right now I'll say I'll extend my
2570960	2575040	hand and then say hello so that what this client machine does it says that
2575040	2582400	acknowledge it sends a signal called AK now if this person want to respond right
2582400	2590880	this person want to respond back then what it does is it says that sink it
2591080	2599400	with a smile then he also says that hello back again okay then if this
2599400	2603960	client if they're making a connection then it sends a third message called
2603960	2611240	sink which means you just remember this as a handshaking process this is called
2611240	2615080	three-way handshake generally
2616080	2622320	how connection is establishment to two machines let's say I go to I come to you
2622320	2627680	and I say that I'll hello when I extend my hand and saying hello if you like to
2627680	2631880	connect with me you'll also smile greet with greet me with smile and you will
2631880	2637240	also keep me back your hand shake hand saying hello isn't it and then if I
2637240	2640080	smile back then the connection is established for the further
2640080	2644560	conversation so far it starts with a greeting so you can understand this as
2644560	2649920	a three-way handshake where the greeting happens is this clear guys
2649920	2654200	anyone having any doubts so just remember this one as a top level anyone
2654200	2659080	have asking how TCP three-way handshake happens it's just a greetings is
2659080	2662680	extending a hand smiling if the other person also smile back then the
2662680	2666840	connection is established two things acknowledge and reverse acknowledges and
2666840	2672040	then there's a sink messages which happens okay clear I hope there are no
2672040	2679040	dodge so once the this this thing is happened right now all the data or the
2679040	2687680	network now this is what we call network okay there are two machines they are
2687680	2692400	somewhere located but if two people are interacting they interact over the
2692400	2699120	network now there is some person who will hold the load of communicating okay
2699120	2704200	what type of communication is happening which type of things are happening what
2704200	2708920	he is bringing or what he generally happening right for all those net what
2708920	2712520	communication that are happening with the network in order to understand you
2712520	2717500	use something called there are two types of protocol which is one is called HTTP
2717500	2724760	and the other one is called HTTPS this is a secured way this is a normal call
2725280	2730220	HTTP is a hypertext transfer protocol okay which are generally used for
2730220	2736320	transferring transferring the messages over the network okay is this clear on
2736320	2741280	a top level what is TCP connection and HTTP I mean I'm trying to generalize
2741280	2746000	such a way that you know you can understand connect with them not in
2746000	2749520	complete depth knowledge as a networking class since this is a full stack class
2749520	2757040	I'm just trying to okay I'll get to the full form I don't exactly remember
2757040	2770280	the agent let me fetch it TCP full form transmission control protocol okay it's
2770280	2773520	a transmission control protocol
2780160	2786600	then there is another another protocol called a UDP can you could you explain
2786600	2791600	the TCP purpose once again yeah sure Suresh so not going just as spending
2791600	2798240	another minute now let's say that hey what happened is you got the phone
2798240	2802640	number you picked it up from the mobile you searched it now we are trying to
2802640	2806320	click on it when you're trying to click on it there's the connections that
2806480	2810240	should be established between your mobile and your friends mobile right
2810240	2815880	which is your where you are trying to call now in order to make this call to
2815880	2819840	work then there is something called you know connection establishment does
2819840	2828520	happen between two missions okay so that connection establishment is in that for
2828520	2831480	establishing this connection there's a one type of condition that we generally
2832320	2838360	is TCP connection where you have this process of three-way handshake this
2838360	2844680	three-way handshake is specific to HTTP in HTTPS you have further because you
2844680	2848800	have to extend certificates and multiple things but just the knowledge that I'm
2848800	2852920	trying to explain the CCP connection is because I'm saying that hey once you got
2852920	2856880	the phone number you cannot make a direct call you need some network
2856880	2860600	connection which needs acknowledgement that hey I want to connect with this
2860600	2875000	particular person is that clear Suresh okay yeah there's a handshake is a like
2875000	2879920	one of the core thing without connection you cannot extend the network data over
2879920	2884720	the network right so that it will happen every time okay it will happen every
2884720	2891800	time but it takes a really less amount of time now moving right guys I hope
2891800	2900000	this thing is clear now just a second so coming back to HTTP and HTTPS no once
2900000	2904280	you have established connection there is a now you are once you establish a
2904280	2907560	connection you keep talking to your friend right you might speak in English
2907560	2912200	or Telugu or Hindi different languages do you guys agree you speak in a
2912200	2917760	communication language you have a language to speak with your friend now
2917760	2922280	imagine for this language right you have a particular protocol now those
2922280	2927920	protocols are defined by HTTP and HTTPS now for this one you have only four
2927920	2933360	things in general that are happening on a server either you are getting a data
2933360	2939240	hey you are asking like can you give me some information or you are yourself
2939280	2944640	giving some information which is a post call or you are saying that hey that
2944640	2949160	information which I gave earlier which was wrong so I'm trying to update that
2949160	2953600	information using put and then you say that hey can you please remove that
2953600	2960320	information which is not needed using delete so there are four types of
2960320	2963680	communication that happen generally between two machines these are the four
2963680	2967520	things to create a resource
2970240	2989800	okay sorry this is a get a resource or create a resource update a resource or
2989800	2998160	delete a resource right in general these are the four types of communication that
2998160	3005480	happens and these are being generally done from client client says that hey
3005480	3009040	can you give me because I made a communication network with you I called
3009040	3014400	you you have to serve my request so client make a request using this four
3014400	3020480	types of communication so it says to the HTTP that HTTP asked us to provide
3020480	3025200	which type of communication you need it whether you want to get some data or you
3025200	3030160	want to create a data or update data or delete data once your request is made
3030160	3034400	right server response back
3036960	3041880	back with some information no but there are multiple informations that are
3041880	3046560	happened transferred over the network I will discuss that about in depth later
3046560	3051880	on but what server responses response in terms of you know status quotes there
3051880	3056800	are many status quotes that you will see now if I show you one of the status
3056800	3061360	code that we have generally seen as of now if I go back into this website if
3061360	3069720	you see if I open anything if you see here 302 200 302 right a 304 all these
3069720	3075040	are status quotes these are being given by server now if you go back to headers
3075040	3079480	right here I'm saying that request method get so we are saying that hey I
3079480	3083680	made a communication with you I want to get the data now in the response if you
3083680	3088320	go to the response right here let's say response it is giving us 302
3088320	3092480	redirection I'll see I will talk about all the status quotes how in a top
3092480	3097760	level how the status code works let's say they are basically status quotes in
3097760	3110520	5 series 1 xx 2 xx 3 xx 4 xx 5 xx ok now one of the error code everyone knows is
3110520	3118440	404 not found right everyone knows this does everyone know this 404 error now
3118440	3124200	what this 404 error says what what this 404 errors mean is something that you
3124200	3129000	are trying to search or get the data it is not available let's say you give some
3129000	3133080	gibberish website let's say you give them some gibberish website let's say I
3133080	3141800	go and open a network tab and inspect it let's say I clean this I write
3141800	3150400	something okay and I try to search okay it's giving me something or that lot of
3150400	3154560	information available in Google but what happens is if there is nothing
3154560	3159400	available with this name or this thing right URL that there is no resource
3159400	3165680	available then what it says that hey you have made a mistake there is nothing a
3165680	3169880	place called this one or there is no mapping available where I have to route
3170880	3184920	machine okay so we say that client had made a mistake or you are pointing to
3184920	3189360	the wrong direction let's say you are going to Ambani and asking her to be to
3189360	3194440	cook a tea it's not possible man right so he wouldn't be available to do it for
