start	end	text
360000	362000	we will work on colors
362000	364000	we will discuss some things on colors
364000	366000	then if time permits
366000	368000	we will go with the background
368000	370000	okay
370000	372000	so
372000	374000	CSS is a topic
374000	376000	which people all like you know
376000	378000	it's a one of the topic
378000	380000	where people try to avoid it
380000	382000	or don't think of much
382000	384000	because it's sometimes people feel it's difficult
384000	386000	but I will try to make sure that
386000	388000	it's as easy as possible
388000	390000	and as comfortable as possible
390000	392000	okay guys
392000	394000	so now
394000	396000	getting started with today's topic
396000	398000	first topic
398000	400000	so introduction to CSS
400000	402000	I think we have already discussed
402000	404000	when to use CSS
404000	406000	if anyone remembers the example
406000	408000	that we discussed
408000	410000	about house
410000	412000	building
412000	414000	and what was the part that
414000	416000	you have paint right
416000	418000	anyone else like interiors, paint
418000	420000	right
420000	422000	cool
422000	424000	so this is the part
424000	426000	if you remember the example of house
426000	428000	we were considering this part
428000	430000	so this is same thing
430000	432000	now we will talk about
432000	434000	let's say we have built HTML content
434000	436000	we are at the point
436000	438000	now we have to decide how to paint it
438000	440000	or what wall to choose
440000	442000	how to choose a wall
442000	444000	okay as I have told you earlier
444000	446000	in HTML
446000	448000	you have only two things
448000	450000	what are the two things that I have told you
450000	452000	anyone remember those two things
452000	454000	like only two things
454000	456000	are there in the HTML
456000	458000	that you need to remember
458000	460000	all the things you can
460000	462000	no worries
462000	464000	I have told you there are only two things
464000	466000	which are elements
466000	468000	or tags
468000	470000	and then you have something called attributes
472000	474000	I mean everything comes under these two sections
474000	476000	there are elements
476000	478000	or tags
478000	480000	and each element tag is enriched
480000	482000	or adding more functionality
482000	484000	we add it using attributes
486000	488000	as such when it comes to CSS
488000	490000	there are three things
492000	494000	so what are the three basic things
494000	496000	that you have to deal with it when it comes to CSS
496000	498000	let's say
498000	500000	first thing
502000	504000	is like what
506000	508000	then where
508000	510000	and how
512000	514000	let's take an example of
514000	516000	like you went to a barber shop
516000	518000	right
518000	520000	I am considering a mail
520000	522000	option guys
522000	524000	pardon me if I am not taking a gender neutral one
524000	526000	but let's say you went for a
526000	528000	barber shop
528000	530000	where you want to cut your hair
530000	532000	so let's say
532000	534000	I am saying that
534000	536000	I want to cut my hair
536000	538000	no
538000	540000	so now
540000	542000	when you enter the barber shop
542000	544000	you would explain barber
544000	546000	which hair you want to cut it
546000	548000	either hair or the beard
548000	550000	so you have to define it
550000	552000	do you agree with me
552000	554000	you have to tell him explain him
554000	556000	isn't it
556000	558000	so if I say
558000	560000	it's like head hair
562000	564000	now once it is done
564000	566000	do you guys agree
566000	568000	like you have to explain him how
568000	570000	like what style you need it
570000	572000	or else what if you make a Mahatma Gandhi style
572000	574000	like hair style
574000	576000	so you would be amazed right
576000	578000	after half an hour or one hour
578000	580000	after your haircut is done
580000	582000	so you have to explain him
582000	584000	the kind of style
584000	586000	like when it goes to style
586000	588000	you know
588000	590000	Koli style
590000	592000	which get trimmed on the side and somewhat
592000	594000	in old days
594000	596000	and few years back
596000	598000	Dhoni's long hairs were famous
598000	600000	so even few people
600000	602000	remove their hair completely
602000	604000	you can say
604000	606000	you can say Gandhiji
606000	608000	because I never seen a picture with
608000	610000	Gandhiji where having
610000	612000	too much of hair
612000	614000	and then
614000	616000	or the you know many styles
616000	618000	but are you getting my point
618000	620000	that whenever you are going
620000	622000	or like
622000	624000	wherever you want to beautify your hair
624000	626000	like when you go to barber
626000	628000	you will tell what
628000	630000	cut the hair and which hair
630000	632000	like where head hair
632000	634000	then you have to tell him the style
634000	636000	same thing happens in the
636000	638000	when it comes to CSS
638000	640000	now
640000	642000	cutting the hair
642000	644000	so when I am cutting the hair
644000	646000	I mean to say that what all properties
646000	648000	that I am going to deal with
648000	650000	like using a color or height
650000	652000	or let's say
652000	654000	width
654000	656000	or font
656000	658000	right so these are the different
658000	660000	types that you want to do it
660000	662000	and for which item you want to do it
662000	664000	this could be the all
664000	666000	HTML elements
666000	668000	okay
668000	670000	and how would you do it
670000	672000	is that you will define
672000	674000	for color could be red
674000	676000	right height could be 200px
676000	678000	and width could be 150px
678000	680000	right
680000	682000	and font could be again
682000	684000	12px
684000	686000	so these are the way how you can do it
686000	688000	but what is the exact syntax
688000	690000	like how you define a list of CSS
690000	692000	like first clause
692000	694000	goes to the where
694000	696000	now what do I mean by where
696000	698000	is like you have to select which HTML
698000	700000	you want to apply multiple things
700000	702000	once you open the brace
702000	704000	then you can define
704000	706000	each property of hair
706000	708000	or like I mean what and then
708000	710000	like how let's say you want to
710000	712000	make it a color
712000	714000	let's say what
714000	716000	and how so this is how the
716000	718000	combination goes like
718000	720000	is this
720000	722000	clear guys
722000	724000	like how does it work
724000	726000	basically you have to remember
726000	728000	these things like first you have to select
728000	730000	an HTML element
730000	732000	and then you have a list
732000	734000	of properties in terms of key value pair
734000	736000	each property will go for
736000	738000	what type of changes you want to do
738000	740000	in style like what is
740000	742000	the category comes in then
742000	744000	what is the exact value for that one
744000	746000	these are the list of things
746000	748000	let's see
748000	750000	this one
750000	752000	let's see this one firstly while taking one example
754000	756000	let me share
756000	758000	the code base
758000	760000	so if you see
760000	762000	I have created a new folder called
762000	764000	CSS class 3
764000	766000	and I will build one of the file called
766000	768000	let's say index.html
768000	770000	now
770000	772000	I say HTML.5
772000	774000	let's just take one example
774000	776000	guys
776000	778000	showing it how you can do it
790000	792000	now if you want to
792000	794000	style it right
794000	796000	as I have told you
796000	798000	one of the way is to you know
798000	800000	you write it down in the head
800000	802000	let me open
802000	804000	this is coming
804000	806000	fine
806000	808000	now let's say I open a style block here
808000	810000	inside the head
810000	812000	and I say def
812000	814000	and I say color
814000	816000	to be red
816000	818000	so what did I do here
818000	820000	I have added a one def tag
820000	822000	then
822000	824000	I have told like hey I am selecting
824000	826000	this particular
826000	828000	this thing like an element HTML element
828000	830000	once I selected HTML element
830000	832000	I have chosen it like what I want to deal
832000	834000	with this one
834000	836000	once I selected where and then
836000	838000	this is the what condition this is how
838000	840000	right
840000	842000	I hope this basic thing is clear for you
844000	846000	is any doubt
846000	848000	still no like
848000	850000	yeah
850000	852000	first thing
852000	854000	what you have to do is like if you want to
854000	856000	style any particular thing
856000	858000	you have to select an HTML element
858000	860000	now we will see there are too many
860000	862000	ways of selecting an HTML element
862000	864000	what I have did is here I have used an element
864000	866000	selector I have selected this particular
866000	868000	def and I set it like this def
868000	870000	I mean to say that
870000	872000	where I have to do it like I am selecting
872000	874000	this image this means that I have to
874000	876000	paint something or do something to this particular
876000	878000	element once I have
878000	880000	done that then I can customize
880000	882000	it using different properties that
882000	884000	I want to do ok
884000	886000	let's say I say that font size
886000	888000	let's say
888000	890000	larger when I do this
890000	892000	so you can see the size is increasing or else
892000	894000	you can use the pixels which are 50px
894000	896000	ok
896000	898000	what if there are two diffs something will
898000	900000	come to that I will come to the many selectors
900000	902000	ok but this is just
902000	904000	one file where I am explaining this
904000	906000	ok like how do
906000	908000	you do it just introduction to
908000	910000	CSS now
910000	912000	there are too many things
912000	914000	like 3 particular
914000	916000	ways of selecting like how you can do
916000	918000	you know add styles
918000	920000	ways of adding
920000	922000	CSS
922000	924000	let's say I
924000	926000	create a file inside
926000	928000	this again index.html
928000	930000	let's rename
930000	932000	this one
938000	940000	once you have this
940000	942000	no
942000	944000	let's close this
944000	946000	let's open this one
948000	950000	open show preview
956000	958000	let's say ways of
958000	960000	adding CSS
962000	964000	ok generally
964000	966000	you can add CSS like
966000	968000	to one particular HTML document
968000	970000	in three ways ok we will discuss
970000	972000	about the first thing first way
972000	974000	let's say I have a paragraph
974000	976000	and I have let's say lorem20
976000	978000	and I generated a
978000	980000	paragraph of 20 size and if I
980000	982000	want to apply a style
982000	984000	I can do it this way
984000	986000	where I can say color blue
988000	990000	or blue violet let's say this one
990000	992000	ok this type of
992000	994000	style whenever you are doing it inside
994000	996000	element itself here
996000	998000	you need not to select element because
998000	1000000	the element is already selected
1000000	1002000	we are writing it directly there what type of properties
1002000	1004000	you want to add that
1004000	1006000	whenever you are doing this type of
1006000	1008000	styling it is generally called as
1008000	1010000	inline style
1010000	1012000	is this point clear guys what is
1012000	1014000	inline style and one way of writing
1014000	1016000	styles to an HTML element
1016000	1018000	now then there is a
1018000	1020000	second way what you can do is that
1020000	1022000	let's say you have another p tag
1024000	1026000	let's say s lorem
1026000	1028000	20
1028000	1030000	5
1030000	1032000	ok now
1036000	1038000	let's say I have a style
1040000	1042000	inside this if I do p and
1042000	1044000	this way and I say color
1046000	1048000	and I say brown
1050000	1052000	now if you see
1052000	1054000	this is
1054000	1056000	now what I did is like I went
1056000	1058000	I created a style block inside
1058000	1060000	the head tag that's where you have to
1060000	1062000	create a style block inside
1062000	1064000	this style element I have added
1064000	1066000	one p like I have selected p selector
1066000	1068000	I mean generally
1068000	1070000	it is called as element selector we will come back to
1070000	1072000	those each type of selectors
1072000	1074000	but I selected p and then I have added
1074000	1076000	a color called as brown
1076000	1078000	ok so
1078000	1080000	this type of whenever you
1080000	1082000	write down this like inside a style block right
1082000	1084000	then it is generally called as
1086000	1088000	internal css
1090000	1092000	ok guys
1092000	1094000	what is internal css what is inline
1094000	1096000	css whenever you add
1096000	1098000	onto that element directly
1098000	1100000	that is called as inline css
1100000	1102000	whenever you add inside a style block
1102000	1104000	but in the same file
1104000	1106000	ok you are defining all the styles then it is called
1106000	1108000	as internal css
1108000	1110000	is this clear guys
1112000	1114000	no reactions
1116000	1118000	why don't we mention
1118000	1120000	which p need to be selected in red
1120000	1122000	how it is represented
1122000	1124000	so I shall come to that now
1124000	1126000	if you see it here one question I would
1126000	1128000	generally you know
1128000	1130000	one should come to your mind
1130000	1132000	is like hey I have defined
1132000	1134000	p colored brown
1134000	1136000	now both tags are
1136000	1138000	p but this color
1138000	1140000	is still blue violet
1140000	1142000	and this color is still
1142000	1144000	in brown color
1144000	1146000	right like both
1146000	1148000	should be brown or like one
1148000	1150000	like both should be brown right that's what
1150000	1152000	we are expecting or like which is getting
1152000	1154000	priority or how it is getting handled
1154000	1156000	so remember one thing
1156000	1158000	whenever you have multiple
1158000	1160000	types of css are defined right
1160000	1162000	most you know css
1162000	1164000	is executed or any html file
1164000	1166000	is executed from top to bottom
1166000	1168000	now whenever you are executing from top to bottom
1168000	1170000	let's say your style block is defined
1170000	1172000	here head will be passed
1172000	1174000	anyways first now once it is being
1174000	1176000	passed you have told that hey p selected
1176000	1178000	to be brown now once you
1178000	1180000	selected p equal to brown but
1180000	1182000	when you come down and you are passing this one
1182000	1184000	you have defined again style
1184000	1186000	color to be blue violet
1186000	1188000	that overridden it now let's say if
1188000	1190000	I you are overriding
1190000	1192000	color but what if you have a font size
1192000	1194000	and let's say I have till 15
1194000	1196000	pixel now if you see
1196000	1198000	the font size is affecting both the things
1200000	1202000	font size is affecting both the things now but
1202000	1204000	again if I override it here let's say
1204000	1206000	I override here saying font size
1208000	1210000	20 pixel
1210000	1212000	you see this
1212000	1214000	it is so what I mean
1214000	1216000	to explain here is that
1216000	1218000	css or html is being passed
1218000	1220000	from top to bottom now whatever
1220000	1222000	you have defined here doesn't
1222000	1224000	matter if you are writing inline
1224000	1226000	style that will get a priority
1228000	1230000	yeah you can say weightage of inline
1230000	1232000	overrides always but
1232000	1234000	you have to understand
1234000	1236000	this so that how it is actually why is happening
1236000	1238000	behind the scenes when you are coming from top
1238000	1240000	to bottom it is executed top to bottom
1240000	1242000	and this is the last line
1242000	1244000	to get executed and when you are defining
1244000	1246000	here directly it is supposed to
1246000	1248000	attach those styles
1248000	1250000	is that clear guys?
1254000	1256000	okay
1256000	1258000	I hope like inline and internal
1258000	1260000	are clear now
1260000	1262000	then there is another way where you can have
1262000	1264000	your own style sheets like
1264000	1266000	let's say I say that style.
1266000	1268000	css file I have created a
1268000	1270000	news file now
1270000	1272000	I have to link this file now
1272000	1274000	these two files are you know separate
1274000	1276000	but I have to tell that hey I want to link
1276000	1278000	this particular
1280000	1282000	let's
1282000	1284000	focus on this guys then I will take the questions
1284000	1286000	okay now
1286000	1288000	let's say I have the style
1288000	1290000	file separately now
1290000	1292000	I have to link those particular
1292000	1294000	style.css file with this index.html
1294000	1296000	file anyone knows like how we can
1296000	1298000	do that
1302000	1304000	no so let's
1304000	1306000	say you have one tag
1306000	1308000	again here link tag
1308000	1310000	okay
1310000	1312000	not in the style but I have to write
1312000	1314000	above style let's say
1314000	1316000	link
1316000	1318000	okay once you have link
1318000	1320000	tag right
1322000	1324000	okay inside link
1324000	1326000	tag you can always you know
1326000	1328000	you can give href whenever we are saying
1328000	1330000	href we mean to say that
1330000	1332000	location of the file
1332000	1334000	location of the url so I am saying
1334000	1336000	that I have to go into the same folder
1336000	1338000	and then select the style.css file
1338000	1340000	once I select that then
1340000	1342000	I have to write the other attribute
1342000	1344000	is like type or
1344000	1346000	like relation now
1346000	1348000	what is the relation to this
1348000	1350000	how that css file is related to
1350000	1352000	this html file
1352000	1354000	we say that as a style sheet
1362000	1364000	now
1364000	1366000	let's say once now we
1366000	1368000	have defined let's say I have another
1368000	1370000	p tag where
1370000	1372000	I have let's say
1372000	1374000	50
1374000	1376000	I have a bigger paragraph
1376000	1378000	now the brown color is
1378000	1380000	being applied now let's say if I
1380000	1382000	go in here and I
1382000	1384000	say that color should
1384000	1386000	be tomato
1386000	1388000	what would be
1388000	1390000	your guess guys
1390000	1392000	I didn't save it yet but
1392000	1394000	do you think tomato color should be applied
1394000	1396000	to any of these paragraphs
1400000	1402000	right one says yes
1404000	1406000	two people says yes
1406000	1408000	why do you think charm
1410000	1412000	or hariprasad
1414000	1416000	it will be all
1416000	1418000	on all three ok dhanraj says all three
1418000	1420000	ok let's see
1420000	1422000	now I will save this
1422000	1424000	if you see I applied tomato
1424000	1426000	do you see anywhere that tomato is
1426000	1428000	being applied
1428000	1430000	no right now let's do one thing
1430000	1432000	what if I comment this line
1432000	1434000	let's say what if I comment this line
1436000	1438000	let's say comment this line
1440000	1442000	do you see that now tomato is being applied
1444000	1446000	so what's happening as I just told you right now
1446000	1448000	that you know all the things
1448000	1450000	that whatever you write it
1450000	1452000	is being passed from top to bottom
1452000	1454000	I have defined a link stylesheet here
1454000	1456000	so it will download it here
1456000	1458000	then it will see that hey
1458000	1460000	paragraph tag color says you know
1460000	1462000	p tag color says tomato
1462000	1464000	then fine again a style tag is
1464000	1466000	defined here p tag says that brown in
1466000	1468000	color so the tomato is left
1468000	1470000	behind because new
1470000	1472000	color has been given now
1472000	1474000	when you go to the here now the color
1474000	1476000	is overwritten but till for this
1476000	1478000	two paragraph tags the color is not yet
1478000	1480000	overwritten
1480000	1482000	is this clear why tomato
1482000	1484000	is not coming guys
1484000	1486000	this is happening in the
1486000	1488000	hierarchy from top to bottom
1488000	1490000	now let's say what if I pull this link
1490000	1492000	and I put it
1492000	1494000	here down
1494000	1496000	what do you think
1496000	1498000	it applied that style
1498000	1500000	now is this point
1500000	1502000	clear when I pull it up from top
1502000	1504000	and putting bottom now the orange is
1504000	1506000	being applied is this reasoning
1506000	1508000	clear enough to you all guys
1508000	1510000	right so CSS generally
1510000	1512000	passed from top to bottom
1512000	1514000	now and by and
1514000	1516000	the second point that we learned is like
1516000	1518000	what are the different types of adding
1518000	1520000	CSS like this is called
1520000	1522000	something called as external CSS
1526000	1528000	okay so generally
1528000	1530000	you have three types of ways of writing
1530000	1532000	a CSS one is internal one is
1532000	1534000	external and one is
1534000	1536000	inline CSS
1538000	1540000	okay so
1540000	1542000	always you can believe that preference
1542000	1544000	will be inline
1544000	1546000	but whenever you have definition
1546000	1548000	I don't want to say that
1548000	1550000	hey remember two things just remember this way
1550000	1552000	that execution happens from top to
1552000	1554000	bottom and whenever
1554000	1556000	however you have defined whatever comes
1556000	1558000	at the last that will be attached because
1558000	1560000	that is overriding that particular property
1560000	1562000	to this particular HTML element
1562000	1564000	is this clear guys like
1564000	1566000	how we are able to apply
1566000	1568000	we are selecting a particular element
1568000	1570000	we are grouping multiple properties
1570000	1572000	to it and attaching it
1572000	1574000	so I hope this three things
1574000	1576000	how we are making it
1576000	1578000	like you know work you got it
1578000	1580000	but let's say
1580000	1582000	okay this is fine now we will go
1582000	1584000	to types of selectors
1584000	1586000	if you see here
1586000	1588000	what did I do is like each and every time
1588000	1590000	like
1590000	1592000	what I did is like I have always selected
1592000	1594000	p tag right always selected
1594000	1596000	p tag and I have applied
1596000	1598000	it this way do you think that this
1598000	1600000	would be suffice in the
1600000	1602000	world like real time world like only
1602000	1604000	selecting directly HTML elements
1604000	1606000	and applying CSS you would be able
1606000	1608000	to handle all the complexities
1608000	1610000	that exist in the world this is
1610000	1612000	isn't it and this is not enough right
1612000	1614000	or like you have you can have multiple
1614000	1616000	divs inside div
1616000	1618000	and you can have ten layers of div
1618000	1620000	acting as a section right
1620000	1622000	so for dealing with all those cases
1622000	1624000	right different cases
1624000	1626000	we have many different types of
1626000	1628000	you know the selectors
1628000	1630000	we will discuss one by one
1630000	1632000	like selectors using
1632000	1634000	I have built one of the you know
1634000	1636000	best way to teachers like
1636000	1638000	using a question and answer type
1638000	1640000	format so let's say
1640000	1642000	we will take questions
1642000	1644000	like format like one by one questions and then we will
1644000	1646000	understand okay let's say
1646000	1648000	I create a folder called selectors
1648000	1650000	and I create one I say
1650000	1652000	q1 question one dot html
1652000	1654000	okay we have this
1654000	1656000	question one dot html
1656000	1658000	let me copy the question guys
1672000	1674000	so
1674000	1676000	show
1680000	1682000	so if you see this one guys
1682000	1684000	like
1684000	1686000	what's being done here
1686000	1688000	so there are multiple h1
1688000	1690000	tags which says I am paragraph
1690000	1692000	help me to become h1
1692000	1694000	okay h1 dot
1694000	1696000	now what the
1696000	1698000	question is add CSS
1698000	1700000	styles to the all h1 tags making
1700000	1702000	it blue okay
1702000	1704000	any suggestions guys how we can
1704000	1706000	do this
1706000	1708000	make all the
1708000	1710000	h1 tags
1710000	1712000	like blue in color
1714000	1716000	we have just seen now I hope
1716000	1718000	like everyone can write down
1718000	1720000	inline style
1724000	1726000	I think I have received
1726000	1728000	good enough answers
1728000	1730000	so few questions also
1730000	1732000	so what while teaching
1732000	1734000	it right while teaching it I will use
1734000	1736000	this you know internal CSS
1736000	1738000	to write it down since it would be
1738000	1740000	difficult for me to switch the files I will write down
1740000	1742000	all in the style block itself okay
1742000	1744000	so here so first thing I have
1744000	1746000	since if you see the question I
1746000	1748000	have to make all the h1s
1748000	1750000	to the blue so I have to
1750000	1752000	select only first like h1 tag
1752000	1754000	so when I am selecting h1
1754000	1756000	then I am opening the brace now I have to say
1756000	1758000	that color equal to blue
1758000	1760000	as many of I have already
1760000	1762000	suggested okay now
1762000	1764000	what type of selector is
1764000	1766000	this what type of
1766000	1768000	selector is this
1768000	1770000	anyone any idea what type
1770000	1772000	of selector what we call this type of
1772000	1774000	selectors or
1774000	1776000	what is a h1
1776000	1778000	no
1778000	1780000	no I am not talking about internal
1780000	1782000	CSS or external CSS
1782000	1784000	I agree with you this is an
1784000	1786000	internal CSS but when I am
1786000	1788000	going to select h1
1788000	1790000	yeah some
1790000	1792000	people think tag selector
1792000	1794000	something element selector so guys
1794000	1796000	we call this as element selector
1796000	1798000	okay
1798000	1800000	so whenever
1800000	1802000	you are directly selecting this
1802000	1804000	whenever you are selecting directly
1804000	1806000	like using this HTML
1806000	1808000	elements like whatever you are
1808000	1810000	picking that item and applying styles
1810000	1812000	to it directly that is what we
1812000	1814000	call as element selector is this clear
1814000	1816000	element selector you will remember right
1816000	1818000	everyone
1818000	1820000	so we will move to the question
1820000	1822000	two ways let's say
1822000	1824000	let me pick the question two
1826000	1828000	yeah
1830000	1832000	q2.html
1836000	1838000	let me copy this
1844000	1846000	so I will give you some chance
1846000	1848000	you know to read this question first
1848000	1850000	then I will open the preview
1850000	1852000	so that you know everyone can see it
1852000	1854000	so what this
1854000	1856000	you know question is talking about
1858000	1860000	select the obvious p tags
1860000	1862000	and make class one
1862000	1864000	as blue
1864000	1866000	and class two as red
1866000	1868000	okay
1868000	1870000	class is used to share common list of
1870000	1872000	cells for different elements that's okay
1872000	1874000	that's a quote that I might have written
1874000	1876000	earlier but
1876000	1878000	what we are trying to say is that
1878000	1880000	hey you have now
1880000	1882000	all the p tags right
1882000	1884000	do you guys agree you have all the p tags
1884000	1886000	now as
1886000	1888000	we have solved this last problem
1888000	1890000	if we go and select
1890000	1892000	the p tag and make it color blue
1892000	1894000	or you know red
1894000	1896000	this question might not be
1896000	1898000	wouldn't be solved right because it would be affecting
1898000	1900000	these randoms also
1900000	1902000	right
1902000	1904000	so we have to
1904000	1906000	individually select
1906000	1908000	individually select them
1908000	1910000	and make it red and blue
1910000	1912000	okay now when we want to
1912000	1914000	solve this particular type of things
1914000	1916000	right
1916000	1918000	we tend to use all
1918000	1920000	attributes that are available
1920000	1922000	okay now what was
1922000	1924000	the attribute available for us
1924000	1926000	which type of attribute is
1926000	1928000	available for us to deal with this
1928000	1930000	class right
1930000	1932000	so now
1932000	1934000	if you want to add a style
1934000	1936000	to any class right
1936000	1938000	now if you see I have a class one and
1938000	1940000	class two as an E
1940000	1942000	firstly I have to select let's say
1942000	1944000	class one element what I will do is that
1944000	1946000	I use a dot operator
1946000	1948000	I say that hey
1948000	1950000	class one so whenever
1950000	1952000	we are using we are defining
1952000	1954000	a CSS for a class type of
1954000	1956000	attribute we use a dot operator
1956000	1958000	okay remember that thing
1958000	1960000	now it is asking me
1960000	1962000	make me blue so I will select
1962000	1964000	that color and blue
1964000	1966000	okay now if you see
1966000	1968000	only class one got
1968000	1970000	this particular thing got affected nothing else
1970000	1972000	got affected similarly I will
1972000	1974000	go and do this class two
1976000	1978000	and I will make it red
1982000	1984000	is this clear guys
1984000	1986000	how class can be utilized
1986000	1988000	and how element selector can be
1988000	1990000	utilized if you let's say
1990000	1992000	if I want to attach a common
1992000	1994000	like you know let's say I want to make all
1994000	1996000	the tags
1996000	1998000	that are present
1998000	2000000	like fonts as equal to 16
2000000	2002000	how can how can I make
2002000	2004000	it
2006000	2008000	how can I make it if I want to make all
2008000	2010000	the fonts that are present here in the page
2010000	2012000	equal to 16 pixels
2012000	2014000	I will come to pixel
2014000	2016000	whatever whenever I am using
2016000	2018000	PX I will come to that
2018000	2020000	but now Upendra and
2020000	2022000	Chandni are suggesting let's go select
2022000	2024000	the P tag and make font size
2024000	2026000	equal to 16 pixels
2026000	2028000	because we want to apply
2028000	2030000	for the everything
2030000	2032000	when we are applying for everything by
2032000	2034000	default we can select all the P tags
2034000	2036000	right
2038000	2040000	32
2040000	2042000	is this clear guys
2042000	2044000	apply to body
2044000	2046000	so one says apply to the body
2046000	2048000	but what would be the right way
2048000	2050000	of doing it was to apply
2050000	2052000	to the P tag directly right
2054000	2056000	you can apply to the body also but
2056000	2058000	I don't want to do that let's say
2058000	2060000	18 pixels
2060000	2062000	so I hope when to use element
2062000	2064000	selector when to use class selector is
2064000	2066000	clear now going with the
2066000	2068000	next question
2070000	2072000	give me a second guys I will pick it up
2072000	2074000	okay
2074000	2076000	I have
2076000	2078000	Q3
2078000	2080000	question 3.
2080000	2082000	HTML
2082000	2084000	again closing this
2084000	2086000	let's keep this open
2086000	2088000	okay
2098000	2100000	so now earlier
2100000	2102000	someone had asked me question like
2102000	2104000	whether a style block should be
2104000	2106000	only present inside head tag
2106000	2108000	right or what if I can
2108000	2110000	add somewhere else you can surely
2110000	2112000	add anywhere else but I would suggest
2112000	2114000	you know to add it inside the head
2114000	2116000	tag that's I'm just showing for you
2116000	2118000	guys like you can add it bottom also
2118000	2120000	okay but
2120000	2122000	you should follow best practices
2122000	2124000	go and add it in the head tag actually
2124000	2126000	generally you don't write
2126000	2128000	mostly you know
2128000	2130000	internal CSS or inline CSS
2130000	2132000	as you go for the frameworks
2132000	2134000	always will be something will be preferred
2134000	2136000	as external CSS okay
2136000	2138000	now so coming back to the question
2138000	2140000	guys here
2140000	2142000	if you see here
2142000	2144000	what's happening here
2144000	2146000	so they are saying that select
2146000	2148000	S2 with the ID
2148000	2150000	the one and make it blue
2150000	2152000	so they are saying what they are saying is that
2152000	2154000	only this thing okay
2154000	2156000	what is our like select me
2156000	2158000	they are asking us to select only
2158000	2160000	that particular HTML element
2160000	2162000	and make it blue
2162000	2164000	any ideas like if you know the
2164000	2166000	answer you know write it down to me
2166000	2168000	personally like don't write
2168000	2170000	it down in the comment chat
2170000	2172000	but any guesses guys do you think here
2172000	2174000	I can apply element selector
2174000	2176000	or the class selector
2178000	2180000	if I apply element
2180000	2182000	selector it will apply all the random
2182000	2184000	and select me if I apply
2184000	2186000	class selector then
2186000	2188000	if you see here all
2188000	2190000	this randoms also will be selected right
2190000	2192000	because this is also S2 class
2194000	2196000	right so when
2196000	2198000	you have this thing right now
2198000	2200000	what whenever you have this type of problem
2200000	2202000	right all the attacks are same type of elements
2202000	2204000	all the classes are also having
2204000	2206000	like common classes
2206000	2208000	then you should go and see that hey
2208000	2210000	which attribute I can use
2210000	2212000	do you see there is a one unique attribute
2212000	2214000	for select me
2214000	2216000	ID right as Muneshwara
2216000	2218000	suggested
2218000	2220000	so what we will do is like
2220000	2222000	we will go and select ID
2222000	2224000	now if you want to select an ID
2224000	2226000	type of attribute right you have
2226000	2228000	to use hash key
2228000	2230000	and you should write the one
2230000	2232000	ok
2232000	2234000	let's say I have to
2234000	2236000	make it blue so I will
2236000	2238000	make it as blue
2238000	2240000	and we will open this in preview
2242000	2244000	ok now
2246000	2248000	do you guys understand this how to add
2248000	2250000	ID whenever you
