start	end	text
846680	851880	tables forms and introduction to all those concepts right so I hope you revise
851880	856240	everything and then go ahead with us like all the assignments just go to the
856240	862240	assignments it's for your use case like going front ahead right once I start JS
862240	869120	then I go for react it would be really easy for you like if you know HTML CSS
869120	877360	and JS right this three to a good extent you can learn anything like react view
877360	886440	angular or you can have next year's or you can write n number of n number of
886440	890320	things but if you know only this three at good extent then only you can start
890320	894400	with them okay so having good understanding of this three things is
894400	899320	really important so we covered as a part of our club this two by today's class
899320	905200	content will be covered but we'll keep on practicing it so and I would I hope
905240	909200	that whatever we have learned together you will be revising them and being
909200	914680	like you'll be confident about them if you have doubts shoot at me I'll try to
914680	926080	help you out and understanding and solving them okay guys right now let's
926080	933440	let's get started with today's class okay you know by the heading you might
933480	937280	be seeing something called advanced CSS but not specifically advanced CSS I
937280	941800	would call it but it's a basic definitions and basic some of some more
941800	948560	properties okay let's explore something what was a full form of CSS guys does
948560	955800	anyone know this I haven't told it I guess till now anyone does know it does
955800	962280	anyone know it what is the full form of CSS cascading style shit
963440	970600	right we have used this word multiple times like when we are linking an
970600	975720	external styles file right whenever we are linking external style then we used
975720	983080	to give relation relation to that link as a style sheet so if we have came
983080	990000	across this word good amount of times but what is this word what is this word
990080	995800	okay what is cascading okay we'll explore that we'll explore what is
995800	1002480	cascading before that anyone know anything on this what is cascading does
1002480	1009720	anyone know what cascading is all right good so we'll explore that but before
1009720	1016000	that I need your help to understand the basic difference between two things one
1016000	1030320	is called priority one is called specific okay so Ashwini had some
1030320	1036840	parent props to child firstly the props word is itself too complex to explain
1036840	1043800	now Ashwini so maybe we'll talk about that but I just want you guys to answer
1043800	1048000	me what do you understand by these two words what is priority and what is
1048000	1054320	specific when what are the use cases you see a priority what is the use cases of
1054320	1064080	UC specific how do you define these two things anyone
1064080	1073440	guys please come on quick okay I got Kiran says sequence what sequence
1073480	1079920	signify signifies Kiran what does it talk about
1085120	1090320	let's say this is a series of events isn't it
1092680	1101640	like what you should be doing an order of execution or you can say order of
1101640	1118880	execution right and the specific when you say when we say specific it's like
1118880	1125600	whatever modiji say that's a specific and it's final isn't it
1126120	1136320	other than promises but more digits words are like specific task particular
1136320	1146440	thing particular everything is fine
1146440	1158200	yeah he can say in a 500,000 bandhaj ratse so that's what he specific aborted
1158200	1165440	he declares it there is no priority order okay so but I hope you got the
1165440	1169880	basic understanding about these two words right priority and specific now
1169880	1173720	we'll understand these two things in terms of CSS actually let's go to the
1173920	1178480	and let's see actually and then we'll understand the word cascading also how
1178480	1182960	what is cascading and how does it work or how can you relate it because we have
1182960	1188280	seen that we have already discussed that one but we haven't connected that with
1188280	1195920	this you know jargon called cascading okay let's create a class 7 and let's
1195920	1208760	create an index.html file inside this again I'll initialize this one and let's
1208760	1215400	say what I'll do is that let's take a simple example firstly what I'll do is
1215400	1223720	like let's say I have a diff and just a diff inside that let's say I have a span
1223720	1235360	tag inside span let's say this is a para 1 okay next let's say I have a line
1235360	1250120	break here okay again I have a span let's say this is a para 2 and once this
1250120	1257920	div is ending let's say I have a div again here I have an h1 tag and let's
1257920	1265200	say this is a heading simple so what I'll do here is that while open a style
1265200	1272360	block here okay once I have style block let's say I give some diff I'm
1272360	1275720	selecting an element selector I'm selecting a diff then I'm directly
1275720	1286680	giving it as a color okay let's say and color would be tomato okay then also
1286680	1291880	what I'll do is like I'll select the span I'll give something color like
1291880	1304640	it's a dark blue okay and also again I'll select diff I'll make color as a
1304640	1313600	red no let me open preview here but I just want you to you know help me out
1313600	1320720	understanding what would be the colors of each thing would be let's say I add a
1320720	1326040	span again and I make color as tomato
1328000	1331000	grace
1333640	1340000	red and tomato okay so what should be going for red and what should be going
1340000	1352120	for tomato let's say this is one and two and three I add a three here now red
1352120	1361920	goes for a day find tomato for the span okay but I gave in context of span is
1361920	1375120	tomato okay then this h1 tag guys h1 tag what this h1 tag will go for what this
1375120	1382560	h1 tag will go for right okay now let's see if this is working if this is
1382560	1392200	working rightly no okay what's happening is let's let's change this color to bit
1392200	1400120	you know different so that you will be able to see a difference okay now what's
1400120	1405600	happening here is like para 1 para 2 we have given something like dodger blue
1405600	1413600	and we have something called we overrided with a different color now why
1413600	1418560	this sort of property is working firstly why this sort of property is working
1418560	1427240	like why we are able to override CSS okay so what CSS talks is like this is
1427240	1432400	like this is what we call it as cascading cascading is something like if
1432400	1436200	you say cascade whenever you see that cascade let's say that different what is
1436200	1445960	cascade let's see in the browser let me pull an instance of in a browser say I
1445960	1459240	say meaning of cascade okay so what it says you know pour downwards like if you
1459240	1465440	see in large quantity like cascading down the stairs pass something on a
1465440	1470720	succession to the other or small waterfall typically one of the several I
1470720	1476040	mean in general something which is coming down the line I mean like coming
1476040	1481560	from talk to bot is that clear now all the properties when we say overriding or
1481560	1487380	something is happening this is because that we say that in what CSS by
1487380	1493220	definition that rule applies is like so it executes on top to bottom but there
1493220	1499900	is a trick here let's say I give here style
1499900	1512460	and color blue okay this blue color is applied but what if what if I cut this
1512520	1520800	style what if I cut this style and paste it below here below the body what would
1520800	1524880	happen guys if I paste it below the body
1525600	1532480	do you think this blue tack will be updated do you think this blue tack will
1532480	1539400	be overridden no change right this this is something we have already discussed
1539400	1544620	in first class right the reason I'll tell you so how can you remember this
1544620	1553260	cascading how does it work is let's say surely it works from top to bottom that
1553260	1559980	point is clear top to bottom it will work but only one thing will have our
1559980	1570300	top priority which is called which is inline CSS inline CSS will have top
1570300	1575120	priority how does it work is let's say whatever element is there let's say this
1575120	1580920	is h1 okay for this h1 it will check by default if there is something like style
1580920	1586360	added it will pick it up this one and apply if there is no style added for
1586360	1591460	this element then it will go and see if there is something style that need to be
1591460	1596320	applied to this one but if there is directly available near to it it doesn't
1596320	1601440	go and try to find it that point is clear so it works from top to bottom but
1601440	1608520	it starts from this element here okay
1609520	1620040	is that clear guys like inline will have highest priority
1625200	1629440	actually I'll give you the logical explanation for this one why does this
1629440	1636160	happen in some time like let's say in 10 minutes but I see one thumbs down
1636160	1640720	Ankit you didn't you understand this inline when I say inline I mean to say
1640720	1645420	that this something that yeah when I mean to say inline it is something
1645420	1649920	whenever you define here inside the tag itself whatever attributes to define
1649920	1656040	here we say that inline like inline CSS I have explained this keyword in the
1656040	1661520	initial class right you have three types of CSS inline internal and external this
1661520	1665320	is something called inline whenever you define the style tag that is called as
1665320	1669560	internal and whenever you use link tag and separate style file then you call
1669560	1680600	it is called as external are you able to recall this one Ankit right great so I
1680600	1688200	hope the word cascading is clear now it just like which CSS should apply okay in
1688200	1693920	general it executes from top to bottom and it it overrides and clear the all
1693920	1701880	the conflicts exist and then there is H1 already blue doesn't matter if inline
1701880	1707760	style is applied that will you know be applied whatever cost it comes okay but
1707760	1715240	what if this is something we are saying in terms of priority right that hey if
1715240	1719240	there is a inline style it will be applied and it will like if there is no
1719240	1724240	style whatever you know after resolving conflicts whatever style comes it will
1724240	1729240	apply but what if there is a inline style already defined for the H1 let's
1729240	1742920	say style color it's red is given and there is some content okay but I want
1742920	1747480	this particular thing not to be applied but I want something else to override
1747480	1752840	this one I mean there is where this is place this is a place where we talk
1752840	1759040	about specific like can we override and specifically say that I want a
1759040	1765240	different style because when you go for a larger projects right there are too
1765240	1770200	many files or too many things that you will be reusing them and building them
1770200	1775640	okay it places let's say you define a one button and you will be reusing that
1775640	1780280	button again and again but if you but that button color will be different at
1780280	1785560	every place you have to override it but if someone when they define that button
1785560	1790280	they gave some inline style how would you override that button color how can
1790280	1795520	you say that specific like whatever the user story is does it doesn't matter
1795520	1799600	like our prime minister say something that's final he overrides everything
1799600	1806440	whatever is there doesn't matter right so that's how like how can you do it
1806440	1811280	specifically does anyone know how can you apply a specific okay Dheera says
1811280	1820920	not important keyword great okay no okay so if you see here what just happened
1820920	1826880	let me undo this one I'll put it this style block again onto the top just for
1826880	1833800	following this order that's look good ID class no all those things won't work
1833800	1837920	guys if you want to be specific you want to be updating let's say this is blue in
1837920	1844440	color span if I give something keyword like not important if I keep this keyword
1844440	1853000	not important do you see this blue style tag is also you know been overridden
1854000	1861920	do you say this this is like high command order you can say like how high
1861920	1866040	command does you know they gave this time how many of you watch that seller
1866040	1872240	like if they have stamp they don't stop right same thing this is a stamp of the
1872240	1880600	CSS that this will be applied at any cost if you go and see yeah I grown up
1880600	1889800	in Hyderabad so if you go and see here many times right if you go and yeah I'll
1889800	1894600	come back to that guys if you go and explore like any website you will be
1894600	1901640	able to see somewhere like not important being used at many places okay let me
1901640	1907360	explore one by one but generally whenever you want to override anything
1907360	1911920	you want to make it a specific doesn't matter what is the order what is
1911920	1918040	everything priority I don't care about priority I don't care about priority
1918040	1923880	whatever it can be but I want a specific style to be applied to this particular
1923880	1929120	element or this class or the ID whatever it can be any selector that you have
1929120	1934520	but if you want to apply any particular color to element for surely if you want
1934600	1939800	override it then you can use something called as not important and this is like
1939800	1944080	until unless you don't have a other way you're not supposed to use not
1944080	1951480	important because you will get you'll be flagged in your peers
1955000	1963720	but why we use keyword like it's like yeah Kabir you can say that the way I
1963760	1968520	remember is hey it's important whenever you say exclamatory mark you say that in
1968520	1974520	an action of you know amazed or shocked or like trying to stress how important
1974520	1980000	it is so that's how this works like when to use external libraries and want to
1980000	1987200	override their styles yeah right right something so company to get that point
1987200	1992200	like the just it says that hey it's like actually reverse order the way you can
1992400	2001440	remember is this way something that I relate is this way at least but that's
2001440	2007000	how syntax they have given like this one are able to relate like it's
2007000	2021080	important apply this okay so it's in reverse direction so guys I hope the
2021120	2027520	order of priority was a specific you are clear on this part like how does we
2027520	2032200	because we have already discussed like inline get highest priority then goes
2032200	2037280	with the flow from top to bottom if we when you use internal external doesn't
2037280	2042880	matter whatever comes later that will be overriding it isn't it but when it when
2042880	2048200	you wanted something to be specific you have to use this important keyword okay
2048200	2055160	so moving ahead guys moving ahead I'll take another example I want you I want
2055160	2064800	us some I will introduce some difficulty here this think of this one let me do
2064800	2072240	one thing I'll copy the example since it's a specific example simple example
2072400	2081160	let's say I have something called as this one okay an unordered list simple
2081160	2088920	unordered list where we are having three things apple mango and orange nothing
2088920	2096440	new right now I'll apply some styles to it okay well let me close this first I
2096440	2101040	don't want to show which thing will be applied and which not okay firstly what
2101080	2109680	I'll do is that I'll say that Li tag all the Li tags will have color red okay till
2109680	2114840	here there is no match I say that Li all the Li tags will have a red in color so
2114840	2121520	apple mango orange should be red in color but let's say now again I define
2121520	2133520	Li tag and I say color to be blue once I do it again so since we have just
2133520	2138760	discussed about cascading this Li will be overridden now all the things will be
2138760	2144000	converted into blue that is what we know but let's say if I make something like
2144000	2152440	this way let's say UL hashtag fruits so what I'm saying
2154600	2163760	select a UL tag which is having ID as a fruit okay then I'm saying select Li
2163760	2167960	having a class as favorite
2167960	2183240	okay then I'm giving some color as red okay then again again what I'm doing is
2183240	2196800	like I'm selecting UL hashtag fruits and I'm giving color as just think of it
2197000	2203920	take two minutes of your time think of it what color should be applied for
2203920	2208120	apple what color should apply for mango what color should apply for the orange
2208120	2212760	for the current knowledge that we have from the knowledge current knowledge we
2212760	2217280	have just think of it like what what can be applied just write it on some with
2217280	2221920	apple hyphen a mango hyphen orange hyphen that would be better for me to
2221920	2234880	you know take the mango goes for red okay okay let me write down here let me
2234880	2245200	give a comment here mangoes mango says red then I got answers as apple and
2245200	2253920	orange blue okay how many of you are agreeing with this one guys apple and
2253920	2266480	orange will have blue and mango goes with right okay let's let's explore this
2267480	2276000	yeah so if you see apple and orange are blue mango goes for it that's easy now
2276000	2281080	what if I make this one green
2282800	2290680	and let's say I make this one yellow I'm still not changing a class for mango
2290680	2297360	just think in terms of apple and orange
2305320	2313400	think of what would be the apple and orange apple will be apple and orange
2313400	2319200	yellow mango red okay cool so
2319760	2330400	yeah cool thank you guys so I hope you are able to relate with this one but
2330400	2337240	coming back to the right question let's say this I'll make it as a blue do you
2337240	2343680	see here do you see here difference between this anything here because if
2343680	2348920	you see here if we talk about cascading right if we talk about cascading first I
2348920	2355280	said all the light act should be in red right firstly how many of you are able
2355280	2360600	to understand logic clearly is there anyone who is still having you know
2360600	2369840	problem and figuring out this one okay now I just want to talk about these two
2369840	2376280	things here you say that you this one you will ally fruits both things are
2376280	2382120	common then you have ally and favorite you made it mango but you came back
2382120	2388640	again you said hey override all the ally tags inside the you will fruit by this
2388640	2393560	condition it should have been converted into all into this color right whatever
2393560	2400680	the green is being applied but that is not getting applied here did anyone have
2400680	2403160	this question
2408720	2413720	right so if you think from cascading perspective this is not following the
2413720	2420320	order there is something magic is happening firstly what happened behind
2420320	2425440	the scenes let's understand what happens behind the scenes okay whenever you have
2425440	2430120	one element let's say these are the one common elements and for this common
2430120	2436600	elements you kept you know keep providing a different isostyle using
2436600	2440160	different types of element selectors or different things but you kept applying
2440160	2444320	for those always you're trying to point at the ally here we are pointing ally
2444320	2448560	here you are pointing ally you are pointing ally here again a lie right you
2448560	2452200	kept trying to override again and again so when you are trying to do it this
2452200	2456480	way right there is something that happens here that's that is what while
2456480	2462560	resolving conflicts behind the scenes there is a tree called CISCOM is built
2462560	2467680	will come to that CISCOM tree in future but while it is built while it is trying
2467680	2471480	to resolve the conflicts and trying to say that which color should be applied
2471480	2478040	it follows some one rule specific rule called as a specificity rule now if I go
2478040	2483080	and hover over here can you see the something called a selector specificity
2483080	2495080	102 can you see this 102 and if I if I go up if I go up and apply here can you
2495080	2507680	see here what it is 1 1 2 ok now let's say I write down specificity here ok so
2507680	2515080	here specificity was something like 1 1 2 but when it comes to here let's say I
2515080	2523280	it was 102 now let's figure out where this is coming from where this is
2523280	2528680	coming from ok let's understand the specificity
2529280	2541400	ok we'll resolve all these doubts let me take this ok let's take that same
2541400	2548560	example ok what what was the selector what was the exact selector that we had
2548560	2554920	let's say I write down in the iPad I'll share back guys I have you will
2554920	2564480	Hashtag fruits Li now I want you to help me out with the what type of
2564480	2568960	selectors we have here firstly I want you to help me out with the type of
2568960	2577760	selectors we have here and number of selectors we have yes come on quick
2577760	2583600	what type of selectors we have here and how many selectors we have here inside
2583600	2592720	those types let's say what this you will and Eli is just think of this one what
2592720	2595920	is you will analyze
2596640	2604360	element right these are element I hope everyone have a better idea on this
2604360	2609760	this is element selector because they are directly HTML elements then what
2609760	2618880	type of selector is this ID right no if you see when I wrote down
2618880	2628800	specificity here now we have two elements and 180 this is what we told
2628800	2635080	now if you go here I have written something called as 102 ok let me say I
2635120	2642520	again write down 102 are you able to relate anything here what 102 is
2642520	2645120	standing for
2649520	2659560	what 102 is standing for guys right so when we say I'd one is something called
2660280	2665560	then zero is standing for class there are no class then two is standing for
2665560	2673080	elements let's do that same mathematical you know this one calculation on this
2673080	2683560	time something called as you will hashtag fruits and Li and favorite
2684560	2691840	let's do it for this one guys so how many again how many element selectors
2691840	2697160	you have how many element selectors you have in this example to what are those
2697160	2706960	you will and Eli again how many ID selectors you have one how many class
2706960	2712880	selector you have again one which is start favorite right that that is the
2712880	2720480	reason why you get this 112 which is ID then you have a class then you have
2720480	2731320	element okay so it went this calculation it went had with this calculation even
2731320	2738400	though cascading was being applied here it calculated specificity rule it
2738400	2743560	applies if you go and highlight the Li right if for everything for each and
2743560	2748080	every tag or which and every element whatever you do the specificity rule
2748080	2753200	applies for resolving the conflicts behind the scenes okay so when it went
2753200	2759760	ahead and tried it's it saw that the specificity is 112 and here the like
2759760	2763560	whatever we are when we are overriding through cascading it saw the specificity
2764120	2771840	is 102 now 112 is greater than 102 right isn't it you guys agree with this
2771840	2777000	pointedness that's the reason that's the reason though this particular mango is
2777000	2783720	being overridden but for that red was you know playing yeah not exactly
2783720	2788000	addition I'll come to that teacher but generally I'm trying to specify no I'll
2788000	2792520	come to that exact point but I'm just trying to explain why that red color
2792520	2798560	came in because the specificity of this particular color in red is higher than
2798560	2803080	compared to this one is this point clear like how why this kind of why this color
2803080	2807960	is being uploaded at least till now will come to specificity again anyone having
2807960	2810840	any challenge till now
2810840	2823640	okay great let's let's go and explore like it pointing to a specific path I'll
2823640	2826920	try to explain that Kishore then let's let's try to re-understand your point
2826920	2833200	okay now so what specificity says is that it has a generally four positions
2833200	2842920	okay let's say box one box two box three box four okay one two three four
2842920	2850000	now one first box goes further something called as thousands position and this
2850000	2861240	position is always applied for style or you can say in line style second
2861240	2869440	question which is called hundreds position is applied for ID okay hashtag
2869440	2877840	then third question goes for 10 which is goes for class then there is something
2877840	2889960	called once position which is applied for element selector okay what do we
2889960	2895480	exactly meant by this is whenever you are trying to apply anything like CSS
2895480	2899960	always specificity is calculated now if you see whenever we are seeing we are
2899960	2906520	seeing only in terms of this tree okay whenever we are seeing like two three
2906520	2910500	four we are only seeing for three things ID class and element because in line is
2910500	2915440	defined separately if you have by default anything like in line thousand is
2915440	2919480	always going to be greater than any anything that you define in the style
2919480	2925240	block or external styles are you able to relate now why in line style is give
2925240	2933080	gets more preferred so this is a logical explanation why in line gets priority
2933080	2937280	because there is while resolving conflict in specificity rule in line
2937280	2942240	style wherever you define a style block that's the for that thing specificity
2943080	2954280	let's go and see here in the example that we had okay this one here it didn't
2954280	2962560	apply I guess but here it starts highlighting but that's how it works in
2962560	2968840	line is always standing in thousands position okay now if you see this example
2968840	2974920	that we had if you see this example that we had the other example we had one
2974920	2981000	one two and then we had something like one zero two now even if I do this
2981000	2987280	calculation let's say one into ID being thousand hundred plus one into ten plus
2987280	2992800	one into one right I'll get something like one eleven but if I go and do a
2992800	3001880	calculation for this one I'll get one into hundred the zero into ten plus two
3001880	3007640	into one it's giving me one or two so one to well is always greater than one
3007640	3016640	zero two that's a reason why mango was applied red in color I able to get no
3016640	3022560	better understanding why that color is applied how it is calculated how why
3022560	3027080	like the styles are overriding or how it get resolved and why we say that in
3027080	3034240	line will have a highest priority compared to any other thing right so
3034240	3038760	generally while specificities this is how it is applied so I have some of the
3038760	3044640	you know exercises for you in order to try it out and explain it okay so let's
3044640	3049200	say I'll give you a five minutes let's take this example guys let's let's see
3049200	3055880	if you are able to solve this one let's say I have something called as test
3055880	3064240	thank you copy and then you have something called as h1 dot test then
3064240	3069000	something you called you have something called as try giving a really basic
3069000	3073800	example guys I hope you will be able to solve then I have something called h2 so
3073800	3080320	give me something here you know in the ascending order ascending order is
3080320	3085840	something like this if someone has problem no arrange this in the
3085840	3091960	specificity order take your time if anyone don't have notes or anything try
3091960	3096720	to calculate it let's let's just put those four boxes and try to calculate
3096720	3103280	each specificity and then try to figure out so that this is an exercise where
3103280	3107680	you'll get more confident about specificity
3115720	3123240	I'll wait for two minutes guys take your time until unless I get an answers so
3123280	3133720	Muneeshwar has suggested one answer Muneeshwar I just needed in ascending order
3133720	3153440	okay let's say Dheeraj is saying h2 then test then h1 dot test then hashtag
3153440	3162440	try and Muneeshwar like let's say if I count this way right three four now he's
3162440	3174120	saying that three is like hashtag try is less than h1 dot test three two then
3174120	3187480	one is dot test then four h2 yeah okay Muneeshwar let's say I again I would say
3187600	3194040	your answer and Dheeraj answer is same so I'll take it both so I got two options
3194040	3198840	guys so let's say this is option one this is option two this is for thumbs
3198840	3206880	up this is for thumbs down go and press it gets whichever you believe it is
3206880	3216160	right okay I see more of a thumbs up cool no worries so but I hope everyone
3216320	3227760	is able to relate this both are same now how come not same you sure I'm saying
3227760	3233800	h2 is greater I think it's they gave it a Vigneshwar has written in reverse
3233800	3242760	order but I would expect him also like have done it right okay Kabir go ahead
3246680	3251260	you type it down meanwhile what we'll do is like we'll write down specificity for
3251260	3258560	each one yes what would be specificity for this one dot test let's give
3258560	3263400	let's write down you know specificity for this one dot test give me in like
3263400	3272160	this way it is zero in line style 0 ID then I have one class then I have zero
3272160	3280560	element now let's go for dot test and try no not exactly no no Kabir it won't
3280560	3290080	be for dot test zero in line style zero ID H1 goes for element so we have one
3290080	3297880	then dot test go for class I have this one then I go for try have this one then
3297880	3308080	h2 0 0 0 1 okay coming to answer your question if I say dot test and dot try
3308080	3317080	hashtag try see try goes into the hundred question hundred and this is
3317080	3325200	ten so try will be always will be having more priority compared than dot test
3327920	3335880	is that clear yeah I'll share this one okay if you didn't note this
3342080	3347680	okay so I guess guys hope you got to understand this one then you get you
3347680	3351800	calculate it this is what the right order is I think Vigneshwar has also
3351800	3356080	written rightly but he might have messed up in the ascending and descending order
3356080	3366160	but that's also confused okay where hey how many of you have got clarity or is
3366160	3372000	anyone confused case if you are confused can you give me thumb down if anyone is
3372000	3380320	confused before confused not okay great so I hope everyone is feeling good on
3380360	3389720	this topic like specificity would be clear now so I would expect priority and
3389720	3401280	specific specific is something like going with not important and priority is
3401280	3406520	always something according to specificity calculation
3410320	3425320	okay and you can remember always this has a style then ID then class then
3425320	3437040	element this is the order like thousand hundred ten and one okay I hope now you
3437080	3441240	will be able to you know even if there you know sometime your CSS is not
3441240	3443880	applying though you have written right you will be able to relate with this
3443880	3457520	one cool guys so moving it to the next topic now is this one common topic which
3457520	3463000	jumps into most of the languages I thought like when I was start learning
3463000	3467560	initially right this topic wouldn't be there because firstly in my college when
3467560	3472320	I was in college I learned firstly Java like mainly people start with Java or C
3472320	3476320	plus was there you there you have object oriented programming isn't it and there's
3476320	3481200	one topic commonly in every object oriented programming right there's
3481200	3488720	something called as inheritance right everyone might have gone through the
3489560	3494800	inheritance topic it's someone new to programming language that's fine but I
3494800	3500480	thought this is specific to oops I am programming languages but turned out to
3500480	3507440	this one it present in CSS also no worries uncle no worries so that's a
3507440	3512760	something we have to we're going to start now inheritance topic itself but
3512800	3518800	let's start with basic guys basic like when I say literally yeah there's
3518800	3525320	something everything turned into blue do you feel that guys everything turned
3525320	3532760	into blue I mean it's happening everything in my system too much
3532760	3544040	technical issues no worries wear glasses I will highlight this one also I'll take
3544040	3548680	a screenshot that suddenly turned into blue
3552200	3560840	cool okay notice so yes let's let's get back to this one inheritance what would
3560880	3564880	be something like in general term like what would be the inheritance would be
3564880	3569840	where you might can where you can relate this property inheritance in general
3569840	3574280	terms you might be hearing at home and someone for not particularly from
3574280	3578080	computer science also might have gone through this word acquire property of
3578080	3580480	parents
3580480	3596840	right property or you can say ancestral property that you are getting by default
3596840	3608440	so whenever your children generational wealth hierarchy right so we'll learn
3608480	3614920	this topic again in JS also JavaScript oops okay JavaScript oops but let's
3614920	3621360	understand in terms of like how in CSS works okay no let's go and start with
3621360	3626080	examples because examples will drive you to understand in a better way let's go
3626080	3635560	there and open I have a list of set of examples that we'll be exploring it let
3635560	3646720	me make a folder here firstly specie okay I'll push this files inside this
3650400	3657920	then I make a new folder called as inheritance as I'm trying to maintain
3657920	3663920	this repo I hope you utilize this repo well for revision and practice purposes
3664120	3678400	okay let's say index one dot HTML HTML 5 then let's say I pull up first example
3678400	3681640	that I want to show you
3686120	3693560	no let's take this example guys you just told me parent properties by default you
3694400	3701560	get to the children and everything right now if you see what I've done there's
3701560	3707040	something parent if and there are something like children to it I've gave
3707040	3714400	parent some color right do you think children also should get that color
3714760	3724600	right we have seen this example already and we can say that yeah children should
3724600	3730160	have got this color isn't it so that's where by default this is a first step
3730160	3734360	where you can actually see that inheritance is applied okay this is
3734360	3739720	where the concept comes something like parent is having yeah by default
3739920	3745960	whatever parents is having children also get that property okay this example is
3745960	3751520	clear right I think no one would have any doubt in this basic one now let's
3751520	3754680	go and pick the other one
3769840	3775240	no let me open in the preview
3776400	3786760	no let's come and see this case if you see there is something like parent
3786760	3795280	today one if you go and see the day one color is red okay by default every child
3795320	3800760	in it let's say if I collapse this one okay there are the two child
3800760	3807800	specifically child one and child two okay so whatever parent by default
3807800	3814080	parent has it should go for every child isn't it that's what we try to
3814080	3823320	understand from the example one but now in the second example we try to see this
3823320	3828880	one that it second child also has a grandchild like I mean to say it has
3828880	3834200	its own respective chain and what we have done this the child one has having
3834200	3841560	a color green now it took it from like the this particular child the innermost
3841560	3846880	child took exam like color from this particular child everyone is everyone
3846880	3850640	able to relate this example that whatever I say what I'm trying to say is
3850640	3856640	that whenever you are going from this like you know spanning out whenever
3856640	3860640	you are spanning out from your current element you try to check for the each
