start	end	text
778060	786200	the same and bubbling concept so I hope this all points are clear so I'll put
786200	792320	down the agenda like what we will be covering today okay so we may not be
792360	796560	able to complete whole project today a few parts will be left so but I'll tell
796560	801240	you what what are my plans to complete okay so since creation and deletion were
801240	808080	done now comes the edit part now the edit part specifically using lock
808080	814320	button like clicking on lock and changing things then once this is done
814320	830320	then filter changing status of ticket by clicking header like the stage in
830320	845800	which ticket is then filtering the tickets by color status so these are the
845800	849520	three things that I want to cover but there will be another thing is that I
849520	860680	will talk about the feature like on click off double click on color filter
860680	873680	color render all tickets so this is one extra feature that I want to add it but
873680	879320	these are the least of the things that we will be working on in a way
879320	882840	like all the features will be implemented today but we'll talk about
882840	888520	the persistence layer next class where we'll talk about like local storage
888520	892880	concept because I have to introduce I have to talk on what's on a theory part
892880	897080	I'm trying to move it to the next class where will be fresh will be completing
897080	901320	all features will make some necessary changes and then we'll go ahead is that
901320	910520	clear guys is agenda clear what will be doing it today great now let's let's
910520	915600	let's get started with today's classes I hope you will be supporting me like as
915600	920960	you did it in last class with your you know suggestions doubts you know all the
920960	926560	things that you are thinking from a problem statement now if you see the
926560	931960	place where we stopped in last class was let's say I'm creating a task one and
931960	937320	I'm creating a ticket now now comes a point where if I want to edit this task
937320	942760	I have to click on this lock button isn't it so once I click a lock button I
942760	948720	should be able to edit this task now let's just think if I am clicking here
948720	954880	so what what should be the point of you know how we should approach it like how
954920	958280	should we approach it like what could be the first thing that comes to your mind
958280	962240	do you want to add an event listener if you want to add an event listener to
962240	968000	which thing you want to add a listener and how you want to do it set the lock
968000	973120	add listener change flag flag to make text editable okay great those are the
973120	978680	steps right is everyone agreeing with what somebody tripati has suggested
978680	982600	simple and straightforward right let's let's do these things let's do these
982600	987320	things simple and straightforward steps okay so first first and foremost thing
987320	995960	let me go back here now if you see I have like handle remove function same
995960	1000840	logic I'll I'll try to say that I'll create a function called let's say I
1000840	1010960	create a function called handle lock on this lock I have to listen to some event
1010960	1014400	listener now that event listener is always present on a ticket let's say I
1014400	1021160	have receiving the ticket each ticket now on this ticket adding a event
1021160	1026680	listener but for all the ticket we don't need to add it since it's we are
1026680	1031880	similarly pointing out the specifically to this but this icon let's let's go and
1031880	1037840	trim it down and reach this icon out of this ticket if you see in HTML part let
1037840	1043920	me split this not the HTML part we don't need it because we have code on
1043920	1052800	the top no if you see here the ticket specifically this whole container right
1052800	1056760	whole ticket is something we have to reach out something like class of lock
1056760	1061920	once we reach this class lock then we have to go inside the children element
1061920	1067640	which is icon okay let's try to do that firstly what I'll do it is that let's
1067640	1080200	say I I say that const let's say ticket lock element I say the query selector
1080200	1094200	document dot query selector inside that I'll pass like last lock so what I'm
1094240	1098240	trying to do it here is that I'm trying to reach that lock now inside this lock
1098240	1105440	I have to get exact element like ticket lock icon let's say I'm reaching out
1105440	1117400	that particular icon ticket lock element dot children of 0th element okay so if
1117400	1122320	you see first I restart this lock class inside that I went out to the children
1122320	1127680	to get me this thing now on this one's once what I'll do it on this one is
1127680	1133840	that I'll select this lock icon and I'm adding an event listener hey if you if
1133840	1141760	someone is clicking this thing I have to do something right simple so on
1141760	1146320	clicking of this thing what we are doing is some is some like let's say if you go
1146320	1151200	back and see right there should be an identifier from the design perspective
1151200	1157200	let's say there's a ticket some random ticket once I click this I should be
1157200	1162240	able to identify that hey someone had made a content editable so what I'm
1162240	1166000	thinking here is that let's change the icon once a user clicks it let's show
1166000	1171360	that like lock is open like going back to the font awesome site let's let's go
1171360	1178320	back to the font awesome for now some then I go to the icons let's say if you
1178320	1186080	see lock I said that lock open let's search this if you see this thing so
1186080	1191520	we'll be using this one and we'll try to toggle it now toggling that lock open
1191520	1197640	and close same functionality let's take this so what we'll do is that I'll copy
1197640	1203800	this open because if you see I just need FA lock open class because for the both
1203800	1210600	the classes if you go and see on the top if a lock if a solid is common thing if
1210600	1214840	a lock open and if a lock is a something which I have to toggle I have to remove
1214840	1220640	this class and add open class that's just just those two things I have to
1220640	1230360	handle so what I'll do here is that let's say I have two classes lock ticket
1230400	1241040	saying that I have to use this one I'll use this and then I'll say that unlock
1241040	1255840	ticket okay so just I'm using those same lock open not unlock so here the first
1255880	1260040	use case that I'll do is like once a user is clicking this one right I'll check
1260040	1266800	firstly which type of icon is existing in this like if particular ticket a lock
1266800	1274280	icon is having let's say class list inside this class list contains what I'll
1274280	1279560	check is that if it is already this is containing if it is a lock already
1279600	1287920	let's say if there's a lock already then I'm supposed to unlock it so what I'll
1287920	1294720	do is that hey I'll say that ticket list out of this ticket you know element dot
1294720	1310320	class list dot remove if a lock and then add if a lock open is this idea clear to
1310320	1317040	you guys like what I'm trying to do I'm just like toggling it using those icons
1317040	1323280	like I'm just using CSS classes I'm just using them okay same thing I'll do it
1323280	1333240	here so I'll put this on top then I'll click remove then I'll add it let's see
1333240	1340400	this if this is working fine script is something we are editing now going back
1340400	1347960	to our code let's say I have this random information of text and then we create a
1347960	1351880	ticket now once I'm clicking this nothing is happening let's see this why
1351920	1357520	this is not happening okay we haven't even called this function yet now handle
1357520	1363040	ticket needs a ticket now if you want to add a listener to a particular locks of
1363040	1369960	it all the tickets right we can only you know add a listener as we have discussed
1369960	1374480	in last class only from a place where we are actually creating a ticket because
1374480	1380360	here we'll have access to the ticket which is being created some hand just
1380360	1385460	where how the the way we handled removing will also handle the same way
1385460	1393000	the locking system okay let's go back and try to see if this is working fine
1393000	1400000	some random text and I click all now if I click this see there's something
1400000	1414680	happening here let's see this what's happening so if you see okay so we were
1414680	1419640	actually adding you know lock removing lock to the parent element instead we
1419640	1431520	should have been doing it for lock icon right now let's try to recreate some
1431520	1441020	alpha gibberish art now when I click this so yes how many of you did
1441020	1445080	understand this logic if there is someone who didn't understand they can
1445080	1449520	very well give me thumbs down so that I can repeat it because I moved a bit fast
1449520	1455240	here reason behind it's the same logic that we have still now implemented okay
1455240	1463520	so repeating it again guys no now let's see what's actually happening here okay
1464480	1477440	let's say okay I'll update here ticket no so let's see this case firstly my idea
1477440	1482640	was to you know play around with something called as lock as I have this
1482640	1488920	ticket no I have to add an event listener to this lock no there can be a
1488920	1494120	number of tickets and number of tasks which will have a number of locks so for
1494120	1499760	each task you will have a locks one one lock so for a way if I can if I want to
1499760	1503720	add a listener to this particular lock the only way that I can deal with it is
1503800	1508080	that whenever I'm creating this ticket itself I'll add a listener to that
1508080	1515720	particular thing so I called a function from create ticket itself and inside
1515720	1521880	that handle lock I passed on the ticket which is created if you see after
1521880	1526440	appending to the main container and passing on that ticket itself into the
1526440	1531680	handle lock inside handle lock I'm just trying to attach to that particular icon
1531680	1537080	that lock icon and event listener click and this part of code will be only
1537080	1543720	executed only when user clicks on that particular lock icon so now once user is
1543720	1550240	clicking on this so we are checking what type of is it a locked icon is present
1550240	1555280	or it's a locked icon so if I see if you see if it is a lock already it's like a
1555280	1560840	fail lock because that that's how we are talking CSS classes checking from font
1560880	1566520	awesome so if it is a fail lock then if it is a fail lock then I'm trying to
1566520	1571920	remove that class and then I'm adding a fail lock open open the lock and if not
1571920	1577520	if it is already open then I'm removing the open and adding a lock to it so just
1577520	1582400	toggling this icon adding an event listener to this icon just added a
1582400	1586640	listener and I toggled it depending on a condition depending on which type of
1586640	1591520	icon is there is this clear guys now
1594920	1604760	any doubts anyone having any doubts okay great now now comes interesting thing
1604760	1611440	now comes the main tricky thing like once you open the lock we have to make
1611440	1620860	this editable does anyone know how can they edit any content on any website
1620860	1626400	any content on any website there's a one powerful attribute which allows you to
1626400	1634360	change anything like even yeah I think Hemangi has suggested let's say if I
1634360	1640440	want to if I want to change the start even if I want to change the start I can
1640440	1647600	do this very well like if you see there is an attribute called like if I add
1647600	1666400	something like let's say content editable okay to true no once I do this
1666440	1672120	okay it restart refresh let's say we are editing this font or some site it's one
1672120	1681000	tag and I add something like let's say
1682200	1692000	content editable I pass on value like true okay once I make this country
1692600	1698760	now as soon as I click here I can write my name on actual website which won't be
1698760	1705560	saved anyways which will be you know dynamic in nature but on the click of
1705560	1711640	alt if you remember on ticket you are always updating that content right as
1711640	1717200	for our application logic but do you understand the power of content a double
1717200	1722040	attribute on any content like across any system like you can go to the
1722040	1729560	scaler site also let's say if we go for scaler.com for me invented dashboard
1729560	1745560	will load I don't know what this is there are too many things okay let's let it be
1745560	1749960	but content editable allows you to do anything guys anything that you want to
1749960	1757080	deal with okay that's our basic idea so what I'll do is that firstly when lock
1757080	1762440	is open I'll get an access to this content then I'll make it content data
1762440	1768960	blast true so that user can edit that content let's let's try to do that first
1768960	1772880	you for if you want to make any change to this one we have to get access to
1772880	1779040	this particular text so in order to do that if you see here we already have a
1779040	1784800	ticket right we already have a ticket now using the ticket we can always get
1784800	1790400	an access to this task area where we are having whole info of a particular
1790400	1802000	ticket okay so let's go there let's come back here I say that const ticket task
1802000	1809920	area while ticket dot query selector inside that I'll say that task area get
1809920	1817520	me that ask once I have this ticket task area I have to just in order to deal
1817520	1821240	with attributes what is the one method that we have discussed on any of the
1821840	1835280	elements how can you add a new attribute from JS just think of it like we have
1835280	1845240	discussed this already and I believe we have used it here somewhere yeah like
1845240	1850800	this one right if you see we were adding class set attribute right like
1850800	1855080	earlier we were adding a set attribute to add a new class this was an attribute
1855080	1860680	so same way if you want to add an attribute to existing element HTML
1860680	1867240	element I'll use that same thing when when there is an unlock when a user is
1867240	1876480	trying to unlock I'll make ticket task area dot set attribute I'll add a new
1876480	1885720	attribute card content editable and I'll make it as true and when user is
1885720	1897760	trying to lock a ticket I'll make it as false okay now let's see this if it is
1897760	1905880	working as we expected so let's create a task some gibberish and let's say I
1905880	1911640	have this one once I click this there's nothing this you see editable things
1911640	1918120	are editable now I can go and say this is the task one and I can click back to
1918120	1924440	close that like close the lock again is this clear guys how this locking
1924440	1928280	mechanism is working pretty simple and straightforward compared to what we
1928280	1934680	have done yesterday isn't it just getting an adding an event listener to
1934680	1939600	this lock and clicking on unlock we'll make it this country table and once you
1939600	1944880	user edit shirts again he clicks back on this one we are locking that so simple
1944880	1949480	straightforward if else condition and nothing much more interesting here
1949480	1955400	isn't it so any doubts guys on this handle lock how we are dealing with
1955400	1957960	handle lock
1961640	1968680	clear right great now now comes the second thing that we have to deal with
1968680	1975920	is that let's say I create a task one no I click here no do you remember we
1975920	1981000	earlier thought that you know this is a like pink statement pink line pink
1981000	1986360	color starts that you know tasks which need to be done when we say green it is
1986360	1991560	it means to be say that in progress and when we say sorry when we say blue it is
1991560	1997320	completed sorry to it need to be evaluated and when we say black task is
1997320	2001680	completed so these are the four statuses earlier we discussed now let's say if I
2001680	2007240	want to make it this task into in progress one click of this thing I this
2007240	2011880	color palette I'll be I should be able to make this color palette color change to
2011880	2016360	the green on the next time if I click again I should be able to make it to the
2016360	2021760	blue then I should be able to make it to black right this is the thing that we
2021760	2027120	should be able to play around with now I want you guys to think like how would
2027120	2032920	you handle this requirement let's say this comes to you now it would be
2032920	2037920	pretty straightforward that hey I'll get an access I'll get an access to this one
2037920	2042360	each ticket again same I will add a listener to this one but how would you
2042360	2047560	know that on click of this particular color I have to what color next color
2047560	2053640	would come and how would you update this color just think of that one how would
2053640	2064440	you update the color meanwhile I'll try to set up the dummy logic or you can say
2064440	2071000	the usual logic that we do it okay what I'll do is that let's say I say simple
2071000	2077000	handle color again because adding event listener is same thing let's say I go
2077000	2086520	back here I say that handle color hey I'm receiving a ticket in this inside
2086520	2095280	this then what I'll do supposed the same thing that I'll add let's say let's say
2095280	2105120	once once I have to get an access to this color from ticket dot query
2105120	2107640	selector
2108520	2117080	now if you go back and see what however adding earlier color was this one using
2117080	2125960	something called a stick at color isn't it so let's let's pick this one
2136120	2150360	okay no this is fine you got a access to this color now what's next or else
2150360	2155600	let's say this is as a color if I have to give a right naming convention color
2155600	2161560	band on this color band now you have to one thing you have to do is like add a
2161560	2166560	listener to this one so let's say I also add a listener to this one color band
2166560	2171360	odd add event listener and something that we are listening to is a click type
2171360	2177040	now once we click something we have to do some logic now tell me something like
2177040	2180880	what you want to do or else give me the statement so that I can write the
2180880	2185800	statement what could be the idea let's say I am trying to write a comments
2185800	2190400	here what would you want to do it here let's say user comes and clicks on that
2190400	2198440	color pallet some gibberish no we have a listener attached to this one now when
2198440	2202120	a user clicks we should be able to identify what could be the next color
2202120	2206360	using the current color isn't it
2210080	2213560	now how can we do that
2214560	2222720	how can we do that loop a loop on what some bit a loop on what where would you
2222720	2230880	apply a loop on so can you guys think this way that on classes of color but
2230880	2235280	you need a classes of color first on something like an array right once you
2235280	2242120	have this let's say const color and then you can add a color to it and then you
2242120	2249480	const colors once you have this colors let's say if you see what order we have
2249480	2254360	this is light pink light green blue and black let's say I make those colors
2254360	2264760	itself light pink let's say light green
2264760	2280840	then light blue then black so using this array if if you think if you say
2280840	2286640	this if we if I have this array now if you see what if if the current color is
2286640	2292200	pink I'm supposed to update that color with light green which is like index
2292200	2297200	plus one right that's the same logic we can apply like if the current color is
2297200	2301960	light green then we can make light blue if it is light blue then I can make
2301960	2307200	black and someone clicking black I can make light pink again so we have to just
2307200	2314340	keep on moving on a circular motion of the same array right identifying current
2314540	2326940	and selecting the next index of it guys are you able to think in this way like
2326940	2331700	is anyone facing challenge understanding my point here if you are not able to
2331700	2341900	understand give me thumbs down guys feel free to do that thing okay great great
2341940	2350180	at least one to further guys okay circular movement got it but not getting
2350180	2356020	any logic how to do it okay but but let's let's let's do this once if we
2356020	2360780	write first let's we write down in the comments part like like just a comment
2360780	2370940	we have to find we have to find color of the band okay just existing color of the
2371180	2395500	and then index of that color from colors array and then we need to update color
2395500	2409960	of a band with next index of color is this is what we have to do this one
2409960	2418700	right is this point clear to everyone now what we are supposed to do it as I
2418700	2423660	see some of the comments those great guys the region summit but is is this
2423660	2431980	point everyone able to understand it give me thumbs down if stills there is
2431980	2436740	someone who is struggling to understand the point like how we can handle color
2436740	2447140	band logic someone picks a random color how he would pick it up enough even if
2447140	2455020	I let's say week like let's say I clear task one even if we pick green doesn't
2455020	2459020	matter we'll try to find out the index of this green then we are supposed to
2459020	2468380	move to blue when we use the clicks here so it's just a moving things in order
2468380	2472500	when we are changing the color palette it is like status right if you remember
2472500	2477540	what we have pointed this one as
2477540	2505020	pink was to be done now then we have green in progress then blue to be
2505300	2519740	validated black was completed when user is toggling on a bar right when a user
2519740	2525620	is toggling on this bar he's supposed to move in this order itself
2525620	2535420	then black to green ok black to green this is in a circular motion right once
2535420	2541140	if it goes into the black then you'll go to pink then you can update to green
2541140	2548940	this will happen in circular motion we can reopen the ticket all the times we
2548940	2555180	can update the status of ticket again I think few people have already added the
2555340	2559860	handle the edge cases already if you see the above suggestion people have
2559860	2564660	suggested but coming back to that I'll show it like how we can do it now let's
2564660	2572660	say first and foremost thing first and foremost thing we have to find a color
2572660	2581620	of the band now how we can find the color of the band firstly let's say once
2581660	2587380	I have this ticket color if you see this ticket color this is the ticket color
2587380	2605780	right if I get if I get let's say const current color equal to color band dot
2605780	2613380	class list of 0th element let's do console dot log if I'm able to get
2613380	2618900	current color okay let's see if I'm able to get the current color now some
2618900	2630340	gibberish let's say firstly if I go and see this if I click here I'm able to get
2630340	2635660	that light pink axis is this point clear to everyone firstly I'll come back to
2635660	2640300	Abhinav's question somebody thank you for taking this but how I'm able to
2640300	2645860	access this light pink is clear now how I would be able to find the index of
2645860	2655100	this light pink is the question now let's say I say that current color index
2655100	2662260	do you see this I got this autocomplete but let's say I can write this one in two
2662260	2669340	ways index of I can use it also I can use something like another way of
2669340	2678100	writing is find index whereas it will be using as a iterator each time a color
2678100	2699100	comes I'll return color equal to current color so this is the one way you can
2699100	2712420	write down then the other way around was like simple current color index like
2712420	2734860	console dot log current color index okay let's see if this is working fine
2734860	2742420	create a some gibberish task and selecting and doing it now once I click
2742420	2749100	index of let's see
2752940	2755940	no
2765860	2778140	hmm I did he's in right winner okay let's see if this logic is working fine
2778140	2785340	I uncommon this logic and I'll remove this one as of now just let's let's
2785340	2806220	just verify I didn't apply it on array pardon me guys thank you once I click
2806220	2812740	this I'm able to access light green is of index one okay so hope this part is
2812740	2818980	clear now the second and third most thing is like finding the next index
2818980	2830260	okay so if I say const new color index or new color let's say if I directly
2830260	2839260	update it if I directly new color let's say if I give this as you can say
2839260	2850900	colors of current color index plus one and once I have this current color plus
2850900	2857100	index now the the thing I have to toggle is I have to do only from the classes
2857100	2862780	remove and add now I will do that remove and add on the color band now once I
2862820	2876820	have this class list I can do remove the current color and color band dot class
2876820	2884660	list dot add new color is this logic clear to everyone like how we are
2884660	2892900	writing this one does anyone face any challenge here there's a one condition
2892900	2897740	I'm missing but there's already few people answered that one for circular
2897740	2903300	array let's say if you see this is the same thing that we have done first we
2903300	2908300	have to find the color of the band now if you see for first sentence I found
2908300	2914060	the current color of the band then index of that color okay I found the current
2914060	2920180	index of that color okay then we need to update the color of the band with the
2920180	2925340	next index color so first I got the next color which is our next index color new
2925340	2931020	color then I removed it the existing one added the new color right plain simple
2931020	2935620	steps now if you go and see let's create one task
2935620	2947500	then I click option then if I toggle this if you see I'm going to green now
2947500	2960300	yeah coming back to that question okay no did I make no let's see what we just
2960340	2973300	did it let's try to delete this existing one let's recreate a new one again to
2973300	2982340	just to show you the behavior okay we have this now going back into this part
2982340	2991380	of logic what's happening when I click on pink now if you see the current color
2991380	2996900	would be the light pink now once I get the index of light pink now let's see
2996900	3003100	what is the index of light pink if you see the guard index value is 0 now if
3003100	3009420	you go to the next thing now second new color becomes light green since index
3009420	3013940	one value was a light green if you see it from the air itself then we are
3013940	3019660	removing current color and adding new color okay so green it has become green
3019660	3028060	now from green let's if I click it again now I click play again if you see I got
3028060	3036860	current index as a minus 1 what could be the issue what could be the issue just
3036860	3044060	think of this firstly what happened here if someone think can think what
3044060	3054180	problem just we arrived at oh well create the rest I missed did anyone can
3054180	3062900	think of this thing what just happened can anyone look at this what just
3062940	3069680	happened here ticket color once we adding new color right if you see in the
3069680	3076540	logic we are removing existing color and adding new color whenever new color is
3076540	3082420	added using you know this one class list add all the colors which are new colors
3082420	3088260	coming it will be added in the second question or the last question right like
3088260	3093060	first earlier if we remove light pink which was in the first position then we
3093060	3096140	added light green light green went on the second portion now we are trying to
3096140	3101900	remove the ticket color which is at zero at the index because we try to fetch it
3101900	3107100	existing current color from zero at the index now the code is breaking at this
3107100	3115020	line is this point clear like is an everyone able to think from this point
3115060	3123380	anyone who don't understand this one is anyone who don't understand this one
3124180	3128380	guys if there is anyone who don't understand this point give me thumbs
3128380	3136380	down if there is anyone okay now if everyone is understanding this point now
3136380	3141940	suggest me how can you address this issue how can you add okay I've been
3141980	3146540	says one more time now let's let's walk through this one again let's walk
3146540	3154740	through this one again okay let's refresh this one I'll create a new ticket
3154740	3161860	some random gibberish no just look at this I've you know what happened here
3161860	3167780	firstly on clicking off if you currently see right if you see if I go into this
3167780	3173260	current ticket that got created in the ticket container if you see I'm having
3173260	3180180	light pink and ticket color as a this banner for this one okay now once I go
3180180	3186260	into source code if you once I click here if you see I'm getting access to
3186260	3191580	this light pink from the dom token list because I'm trying to access 0th
3191580	3197740	element inside the class list okay now once I try to get an access to the 0th
3197740	3204420	element I am able to fetch exactly the light pink one that point is clear no
3204420	3209340	because it's right thing is at 0th question once I do enter if you see
3209340	3213900	current color is something that we wanted now using this one light pink we
3213900	3217620	were figuring out what would be the next color that we have to update with light
3217620	3222540	green so once we did it now if I'm removing it let's say if I go into the
3222540	3227220	next step of removing it now if you see we are removing this light pink as soon
3227220	3233060	as I click a play as soon as I click a play in the source tab or here in the
3233060	3239940	limits tab just think look at it here light pink will be removed light pink is
3239940	3245420	removed now next color will be added which is light green light green is
3245420	3252100	added in the second question now when I try when I try to do it again from green
3252100	3258340	to blue when I'm trying to access the 0th index of color band I'm getting an
3258340	3266820	access to ticket color instead of light green that was a bug is that point
3266820	3273600	clear everyone I try to repeat and show that whole debugging part so I have to
3273600	3281580	address this issue instead of going and addressing you know like changing the
3281580	3287180	position of how we are adding it can we think of addressing this issue in the
3287180	3291540	right way here itself in the function rather than trying to access current
3291540	3294140	color this way
3307380	3317420	think of it simply now can we say this class list is array of elements can we
3317420	3323780	say this class list is an array of elements once we try to access ticket
3323780	3328060	color light green light blue any number of elements you add once I get an access
3328060	3333820	to this element then I can say that class list and I have to select other
3333820	3343340	than ticket color is my current color other than ticket color whatever color
3343340	3347420	is there present in this day is the color that I want to is a current color
3347420	3355860	or that bad is anyone able to think in that perspective just I'm trying to say
3355860	3363980	that simple example let's say what I'll do that I'll say that let current color
3364820	3381700	okay now I can say out of this color band class list dot for each I'll get
3381700	3391380	color okay I'll say the return
3394980	3404380	color not equal to dot to get color
3409860	3417580	is anyone able to think this way this would work or it wouldn't work let's say
3417580	3429940	I make it const here itself instead of writing it later in this step did like
3429940	3439580	is it clicking guys are you able to understand this point like I'm just
3439580	3444380	iterating to the existing color and I'm checking that if the current color is not
3444380	3447700	equal to ticket color give me that because I have only two things here I
3447700	3452460	have only two things there one is the color of the band other is the ticket
3452460	3456380	color so I'm saying that other than ticket color give me anything that you
3456380	3461020	have let's see this if this logic is working firstly let's see this if this
3461020	3472580	logic is working I'll say this is a task one I click shift for the old key now
3472620	3484420	once I have this let's say click this now I go to the next step now let's say
3484420	3494060	what I'm getting here okay I'm getting undefined let's say I write down the
3494060	3511500	logic here itself colors dot class list of zero at index so it's a colors band
3512500	3529780	dot class list dot for each right I'm getting color inside that if I try to
3529780	3543060	return the statement color not equal to something like ticket color okay I have
3543060	3549740	to check this one whether I'm getting something like ticket color or dot
3549740	3558420	ticket color can we just unshift and start always huh right some with we
3558420	3566220	are iterating through this one I'm just picking the other color we can do
3566220	3571820	unshift also but let's do that both things some bit okay whatever you are
3571820	3578220	suggesting let me just go through this one that's I think this one I go inside
3578220	3586620	this I say color I'm getting light pink so I'm supposedly not sure I should
3586620	3598380	picking a dot one dot operator sorry darn I have to remove this so let's say
3598380	3616340	I readdress this one option then I click here no I can pick this still
3628380	3649740	just a second guys I went on to the color then if it is not equal to this
3649740	3659940	one then it should return it why I'm getting here inside this again okay now
3659940	3676900	I am in the light pink no ticket color let's make double equal to strictly
3677020	3694220	checking is anyone able to think why this logic is failing I'm just going
3694220	3715500	going on a color band I have two things have 0th index sorry for each will
3715500	3723020	always go for all the elements doesn't matter the the way I'm writing that
3723020	3729500	condition was wrong okay the way I was writing that condition was wrong so
3729500	3739260	pardon me guys no one thing I can always do is let's say current color the myth
3739260	3746060	the logic I was using was wrong so let's say I have a for loop simple for loop
3747060	3751900	instead of this one let's say I use
3751900	3779980	and I can say that if it's not double equal to ticket color then the current
3779980	3788740	color would be this one okay let's see this
3794220	3803260	still I got something an issue okay color color band I'm making too many
3803340	3826660	mistakes today again again a color color band here again here three times now
3826660	3837500	it's working fine no but but if you guys see this the one way is like trying
3837500	3841260	to I treating through a loop and finding the other way around but the one
3841260	3846380	suggestion that I've got from some bit was Rick can't we always try to add new
3846380	3852460	color into the first element no we could have done that we could have done that
3852460	3858460	some bit easily but only if class list class list exactly works like array if
3858460	3864340	we can apply all the properties that we can apply on the like array here you
3864340	3868100	cannot add it like if you can do it see if you remember the array we cannot do
3868100	3875980	we can do push and pop but we cannot do add and remove okay some with reparties
3875980	3880120	that point here like why I was trying to through I truth to the loop and find it
3880120	3884280	out no firstly I'll try to explain this kind of thing that what I was trying to
3884280	3890760	do here is that if you see let's say we are a green in color now if I click on a
3890760	3896480	green so I'm going through the list of color bands now if you see on the color
3896480	3902160	bank last list I have two colors ticket color and light green light green so I'm
3902160	3908880	checking like if the existing in the loop right in the color color the class
3908880	3914640	list if the current color is not equal to ticket color get then the current
